ID,佣兵池ID,佣兵ID,抽取几率(100倍),佣兵上阵次数
2197,12,19100197,30,1
2198,12,19100027,65,1
2199,12,19100090,65,1
2200,12,19100098,65,1
2201,12,19100022,65,1
2202,12,19100026,65,1
2203,12,19100077,65,1
2204,12,19100128,65,1
2205,12,19100156,65,1
2206,12,19100166,65,1
2207,12,19100195,65,1
2208,12,19100151,65,1
2209,12,19100092,120,1
2210,12,19100061,0,1
2211,12,19100165,120,1
2212,12,19100206,120,1
2213,12,19100175,120,1
2214,12,19100245,120,1
2215,12,19100180,120,1
2216,12,19100250,120,1
2217,12,19100216,120,1
2218,12,19100238,120,1
2219,12,17100038,96,1
2220,12,18100066,96,1
2221,12,19100058,96,1
2222,12,19100162,96,1
2223,12,19100082,0,1
2224,12,19100130,48,1
2225,12,19100152,48,1
2226,12,19100193,48,1
2227,12,19100212,48,1
2228,12,19100219,48,1
2229,12,19100209,48,1
2230,12,19100248,48,1
2231,12,19100081,0,1
2232,12,19100086,48,1
2233,12,19100244,48,1
2234,12,19100200,48,1
2235,12,19100056,48,1
2236,12,19100182,48,1
2237,12,19100191,48,1
2238,12,19100221,48,1
2239,12,11100006,12,1
2240,12,18100044,12,1
2241,12,19100069,0,1
2242,12,19100208,12,1
2243,12,19100066,0,1
2244,12,19100015,12,1
2245,12,19100096,12,1
2246,12,19100135,12,1
2247,12,19100158,12,1
2248,12,19100116,12,1
2249,12,19100190,12,1
2250,12,19100194,12,1
2251,12,19100220,12,1
2252,12,19100126,12,1
2253,12,19100127,12,1
2254,12,19100163,12,1
2255,12,19100173,12,1
2256,12,19100177,12,1
2257,12,19100235,12,1
2258,12,17100003,60,1
2259,12,17100011,60,1
2260,12,17100021,60,1
2261,12,19100035,60,1
2262,12,18100049,0,1
2263,12,18100003,144,1
2264,12,18100020,144,1
2265,12,18100004,144,1
2266,12,18100067,144,1
2267,12,19100161,32,1
2268,12,19100025,32,1
2269,12,19100002,32,1
2270,12,19100020,32,1
2271,12,19100039,32,1
2272,12,19100055,32,1
2273,12,19100057,32,1
2274,12,19100075,0,1
2275,12,19100029,32,1
2276,12,19100030,32,1
2277,12,19100118,32,1
2278,12,19100139,32,1
2279,12,19100138,32,1
2280,12,19100150,32,1
2281,12,19100153,32,1
2282,12,19100168,40,1
2283,12,19100073,0,1
2284,12,19100121,40,1
2285,12,19100201,40,1
2286,12,19100204,40,1
2287,12,19100031,40,1
2288,12,19100043,40,1
2289,12,19100048,40,1
2290,12,19100052,40,1
2291,12,19100053,40,1
2292,12,19100094,40,1
2293,12,19100102,40,1
2294,12,19100115,40,1
2295,12,19100137,40,1
2296,12,19100149,40,1
2297,12,19100196,40,1
2298,12,19100217,40,1
2299,12,19100203,40,1
2300,12,18100009,16,1
2301,12,18100022,16,1
2302,12,18100041,16,1
2303,12,18100060,16,1
2304,12,19100040,16,1
2305,12,19100120,16,1
2306,12,18100005,10,1
2307,12,18100007,10,1
2308,12,18100026,10,1
2309,12,18100033,10,1
2310,12,18100040,10,1
2311,12,19100001,10,1
2312,12,19100017,10,1
2313,12,19100045,10,1
2314,12,19100114,10,1
2315,12,19100178,10,1
2316,12,18100001,20,1
2317,12,18100030,20,1
2318,12,19100024,20,1
2319,12,19100046,20,1
2320,12,19100076,20,1
2321,12,19100009,20,1
2322,12,19100028,20,1
2323,12,19100034,20,1
2324,12,19100093,20,1
2325,12,19100119,20,1
2326,12,19100095,473,1
2327,12,19100179,473,1
2328,12,18100038,473,1
2329,12,19100005,473,1
2330,12,19100140,473,1
2331,12,19100019,0,1
2332,12,18100011,473,1
2333,12,18100010,473,1
2334,12,17100004,473,1
2335,13,11100017,26,1
2336,13,13100007,26,1
2337,13,14100005,26,1
2338,13,16100009,26,1
2339,13,16100014,0,1
2340,13,13100004,26,1
2341,13,15100007,26,1
2342,13,15100008,26,1
2343,13,16100008,26,1
2344,13,17100029,15,1
2345,13,18100063,15,1
2346,13,18100069,15,1
2347,13,18100045,15,1
2348,13,19100063,0,1
2349,13,19100099,15,1
2350,13,19100125,15,1
2351,13,19100087,15,1
2352,13,19100109,15,1
2353,13,19100110,15,1
2354,13,19100141,15,1
2355,13,19100147,15,1
2356,13,19100187,15,1
2357,13,19100218,15,1
2358,13,19100211,15,1
2359,13,19100215,15,1
2360,13,19100132,15,1
2361,13,19100159,15,1
2362,13,19100171,15,1
2363,13,19100190,15,1
2364,13,19100194,15,1
2365,13,19100220,15,1
2366,13,17100010,15,1
2367,13,17100015,15,1
2368,13,17100025,15,1
2369,13,17100012,15,1
2370,13,17100031,15,1
2371,13,17100009,15,1
2372,13,17100033,15,1
2373,13,17100023,15,1
2374,13,17100037,15,1
2375,13,18100036,80,1
2376,13,18100038,80,1
2377,13,18100032,80,1
2378,13,18100039,80,1
2379,13,18100042,80,1
2380,13,18100043,80,1
2381,13,18100021,80,1
2382,13,18100046,0,1
2383,13,18100006,80,1
2384,13,19100025,48,1
2385,13,19100005,48,1
2386,13,19100004,48,1
2387,13,19100018,48,1
2388,13,19100033,48,1
2389,13,19100010,48,1
2390,13,19100091,48,1
2391,13,19100154,48,1
2392,13,19100012,48,1
2393,13,19100008,48,1
2394,13,19100121,55,1
2395,13,19100201,55,1
2396,13,19100204,55,1
2397,13,19100095,55,1
2398,13,19100179,55,1
2399,13,19100122,55,1
2400,13,19100169,55,1
2401,13,19100249,55,1
2402,13,19100101,55,1
2403,13,19100038,55,1
2404,13,19100088,55,1
2405,13,19100155,55,1
2406,13,19100170,55,1
2407,13,11100022,80,1
2408,13,15100005,80,1
2409,13,16100003,80,1
2410,13,17100005,15,1
2411,13,17100017,15,1
2412,13,11100032,15,1
2413,13,17100022,15,1
2414,13,17100034,15,1
2415,13,10100005,15,1
2416,13,18100023,15,1
2417,13,18100073,15,1
2418,13,18100061,15,1
2419,13,19100013,15,1
2420,13,19100007,15,1
2421,13,19100050,15,1
2422,13,19100065,0,1
2423,13,19100131,15,1
2424,13,19100133,15,1
2425,13,19100172,15,1
2426,13,19100176,15,1
2427,13,19100181,15,1
2428,13,19100186,15,1
2429,13,19100188,15,1
2430,13,19100199,15,1
2431,13,19100212,15,1
2432,13,19100207,15,1
2433,13,19100205,15,1
2434,13,19100210,15,1
2435,13,19100206,15,1
2436,13,19100242,15,1
2437,13,19100078,0,1
2438,13,19100108,15,1
2439,13,19100148,15,1
2440,13,19100136,15,1
2441,13,19100214,15,1
2442,13,19100213,15,1
2443,13,17100004,72,1
2444,13,18100010,72,1
2445,13,18100017,72,1
2446,13,18100024,72,1
2447,13,18100027,72,1
2448,13,18100028,72,1
2449,13,18100054,0,1
2450,13,18100011,72,1
2451,13,18100065,72,1
2452,13,18100047,0,1
2453,13,19100036,30,1
2454,13,19100042,30,1
2455,13,19100051,30,1
2456,13,19100019,0,1
2457,13,19100067,30,1
2458,13,19100085,30,1
2459,13,19100089,30,1
2460,13,19100105,30,1
2461,13,19100104,30,1
2462,13,19100106,30,1
2463,13,19100117,30,1
2464,13,19100140,30,1
2465,13,19100144,30,1
2466,13,19100145,30,1
2467,13,19100160,30,1
2468,13,19100197,30,1
2469,13,19100027,65,1
2470,13,19100090,65,1
2471,13,19100098,65,1
2472,13,19100022,65,1
2473,13,19100026,65,1
2474,13,19100077,65,1
2475,13,19100128,65,1
2476,13,19100156,65,1
2477,13,19100166,65,1
2478,13,19100195,65,1
2479,13,19100151,65,1
2480,13,19100092,120,1
2481,13,19100061,0,1
2482,13,19100165,120,1
2483,13,19100206,120,1
2484,13,19100175,120,1
2485,13,19100245,120,1
2486,13,19100180,120,1
2487,13,19100250,120,1
2488,13,19100216,120,1
2489,13,19100238,120,1
2490,13,17100038,96,1
2491,13,18100066,96,1
2492,13,19100058,96,1
2493,13,19100162,96,1
2494,13,19100082,0,1
2495,13,19100130,48,1
2496,13,19100152,48,1
2497,13,19100193,48,1
2498,13,19100212,48,1
2499,13,19100219,48,1
2500,13,19100209,48,1
2501,13,19100248,48,1
2502,13,19100081,0,1
2503,13,19100086,48,1
2504,13,19100244,48,1
2505,13,19100200,48,1
2506,13,19100056,48,1
2507,13,19100182,48,1
2508,13,19100191,48,1
2509,13,19100221,48,1
2510,13,11100006,12,1
2511,13,18100044,12,1
2512,13,19100069,0,1
2513,13,19100208,12,1
2514,13,19100066,0,1
2515,13,19100015,12,1
2516,13,19100096,12,1
2517,13,19100135,12,1
2518,13,19100158,12,1
2519,13,19100116,12,1
2520,13,19100190,12,1
2521,13,19100194,12,1
2522,13,19100220,12,1
2523,13,19100126,12,1
2524,13,19100127,12,1
2525,13,19100163,12,1
2526,13,19100173,12,1
2527,13,19100177,12,1
2528,13,19100235,12,1
2529,13,17100003,60,1
2530,13,17100011,60,1
2531,13,17100021,60,1
2532,13,19100035,60,1
2533,13,18100049,0,1
2534,13,18100003,144,1
2535,13,18100020,144,1
2536,13,18100004,144,1
2537,13,18100067,144,1
2538,13,19100161,32,1
2539,13,19100025,32,1
2540,13,19100002,32,1
2541,13,19100020,32,1
2542,13,19100039,32,1
2543,13,19100055,32,1
2544,13,19100057,32,1
2545,13,19100075,0,1
2546,13,19100029,32,1
2547,13,19100030,32,1
2548,13,19100118,32,1
2549,13,19100139,32,1
2550,13,19100138,32,1
2551,13,19100150,32,1
2552,13,19100153,32,1
2553,13,19100168,40,1
2554,13,19100073,0,1
2555,13,19100121,40,1
2556,13,19100201,40,1
2557,13,19100204,40,1
2558,13,19100031,40,1
2559,13,19100043,40,1
2560,13,19100048,40,1
2561,13,19100052,40,1
2562,13,19100053,40,1
2563,13,19100094,40,1
2564,13,19100102,40,1
2565,13,19100115,40,1
2566,13,19100137,40,1
2567,13,19100149,40,1
2568,13,19100196,40,1
2569,13,19100217,40,1
2570,13,19100203,40,1
2571,13,18100009,16,1
2572,13,18100022,16,1
2573,13,18100041,16,1
2574,13,18100060,16,1
2575,13,19100040,16,1
2576,13,19100120,16,1
2577,13,18100005,10,1
2578,13,18100007,10,1
2579,13,18100026,10,1
2580,13,18100033,10,1
2581,13,18100040,10,1
2582,13,19100001,10,1
2583,13,19100017,10,1
2584,13,19100045,10,1
2585,13,19100114,10,1
2586,13,19100178,10,1
2587,13,18100001,20,1
2588,13,18100030,20,1
2589,13,19100024,20,1
2590,13,19100046,20,1
2591,13,19100076,20,1
2592,13,19100009,20,1
2593,13,19100028,20,1
2594,13,19100034,20,1
2595,13,19100093,20,1
2596,13,19100119,20,1
2597,13,19100038,621,1
2598,13,19100088,621,1
2599,13,19100249,621,1
2600,13,19100156,621,1
2601,14,11100017,26,1
2602,14,13100007,26,1
2603,14,14100005,26,1
2604,14,16100009,26,1
2605,14,16100014,0,1
2606,14,13100004,26,1
2607,14,15100007,26,1
2608,14,15100008,26,1
2609,14,16100008,26,1
2610,14,17100029,15,1
2611,14,18100063,15,1
2612,14,18100069,15,1
2613,14,18100045,15,1
2614,14,19100063,0,1
2615,14,19100099,15,1
2616,14,19100125,15,1
2617,14,19100087,15,1
2618,14,19100109,15,1
2619,14,19100110,15,1
2620,14,19100141,15,1
2621,14,19100147,15,1
2622,14,19100187,15,1
2623,14,19100218,15,1
2624,14,19100211,15,1
2625,14,19100215,15,1
2626,14,19100132,15,1
2627,14,19100159,15,1
2628,14,19100171,15,1
2629,14,19100190,15,1
2630,14,19100194,15,1
2631,14,19100220,15,1
2632,14,17100010,15,1
2633,14,17100015,15,1
2634,14,17100025,15,1
2635,14,17100012,15,1
2636,14,17100031,15,1
2637,14,17100009,15,1
2638,14,17100033,15,1
2639,14,17100023,15,1
2640,14,17100037,15,1
2641,14,18100036,80,1
2642,14,18100038,80,1
2643,14,18100032,80,1
2644,14,18100039,80,1
2645,14,18100042,80,1
2646,14,18100043,80,1
2647,14,18100021,80,1
2648,14,18100046,0,1
2649,14,18100006,80,1
2650,14,19100025,48,1
2651,14,19100005,48,1
2652,14,19100004,48,1
2653,14,19100018,48,1
2654,14,19100033,48,1
2655,14,19100010,48,1
2656,14,19100091,48,1
2657,14,19100154,48,1
2658,14,19100012,48,1
2659,14,19100008,48,1
2660,14,19100121,55,1
2661,14,19100201,55,1
2662,14,19100204,55,1
2663,14,19100095,55,1
2664,14,19100179,55,1
2665,14,19100122,55,1
2666,14,19100169,55,1
2667,14,19100249,55,1
2668,14,19100101,55,1
2669,14,19100038,55,1
2670,14,19100088,55,1
2671,14,19100155,55,1
2672,14,19100170,55,1
2673,14,11100022,80,1
2674,14,15100005,80,1
2675,14,16100003,80,1
2676,14,17100005,15,1
2677,14,17100017,15,1
2678,14,11100032,15,1
2679,14,17100022,15,1
2680,14,17100034,15,1
2681,14,10100005,15,1
2682,14,18100023,15,1
2683,14,18100073,15,1
2684,14,18100061,15,1
2685,14,19100013,15,1
2686,14,19100007,15,1
2687,14,19100050,15,1
2688,14,19100065,0,1
2689,14,19100131,15,1
2690,14,19100133,15,1
2691,14,19100172,15,1
2692,14,19100176,15,1
2693,14,19100181,15,1
2694,14,19100186,15,1
2695,14,19100188,15,1
2696,14,19100199,15,1
2697,14,19100212,15,1
2698,14,19100207,15,1
2699,14,19100205,15,1
2700,14,19100210,15,1
2701,14,19100206,15,1
2702,14,19100242,15,1
2703,14,19100078,0,1
2704,14,19100108,15,1
2705,14,19100148,15,1
2706,14,19100136,15,1
2707,14,19100214,15,1
2708,14,19100213,15,1
2709,14,17100004,72,1
2710,14,18100010,72,1
2711,14,18100017,72,1
2712,14,18100024,72,1
2713,14,18100027,72,1
2714,14,18100028,72,1
2715,14,18100054,0,1
2716,14,18100011,72,1
2717,14,18100065,72,1
2718,14,18100047,0,1
2719,14,19100036,30,1
2720,14,19100042,30,1
2721,14,19100051,30,1
2722,14,19100019,0,1
2723,14,19100067,30,1
2724,14,19100085,30,1
2725,14,19100089,30,1
2726,14,19100105,30,1
2727,14,19100104,30,1
2728,14,19100106,30,1
2729,14,19100117,30,1
2730,14,19100140,30,1
2731,14,19100144,30,1
2732,14,19100145,30,1
2733,14,19100160,30,1
2734,14,19100197,30,1
2735,14,19100027,65,1
2736,14,19100090,65,1
2737,14,19100098,65,1
2738,14,19100022,65,1
2739,14,19100026,65,1
2740,14,19100077,65,1
2741,14,19100128,65,1
2742,14,19100156,65,1
2743,14,19100166,65,1
2744,14,19100195,65,1
2745,14,19100151,65,1
2746,14,19100092,120,1
2747,14,19100061,0,1
2748,14,19100165,120,1
2749,14,19100206,120,1
2750,14,19100175,120,1
2751,14,19100245,120,1
2752,14,19100180,120,1
2753,14,19100250,120,1
2754,14,19100216,120,1
2755,14,19100238,120,1
2756,14,17100038,96,1
2757,14,18100066,96,1
2758,14,19100058,96,1
2759,14,19100162,96,1
2760,14,19100082,0,1
2761,14,19100130,48,1
2762,14,19100152,48,1
2763,14,19100193,48,1
2764,14,19100212,48,1
2765,14,19100219,48,1
2766,14,19100209,48,1
2767,14,19100248,48,1
2768,14,19100081,0,1
2769,14,19100086,48,1
2770,14,19100244,48,1
2771,14,19100200,48,1
2772,14,19100056,48,1
2773,14,19100182,48,1
2774,14,19100191,48,1
2775,14,19100221,48,1
2776,14,11100006,12,1
2777,14,18100044,12,1
2778,14,19100069,0,1
2779,14,19100208,12,1
2780,14,19100066,0,1
2781,14,19100015,12,1
2782,14,19100096,12,1
2783,14,19100135,12,1
2784,14,19100158,12,1
2785,14,19100116,12,1
2786,14,19100190,12,1
2787,14,19100194,12,1
2788,14,19100220,12,1
2789,14,19100126,12,1
2790,14,19100127,12,1
2791,14,19100163,12,1
2792,14,19100173,12,1
2793,14,19100177,12,1
2794,14,19100235,12,1
2795,14,17100003,60,1
2796,14,17100011,60,1
2797,14,17100021,60,1
2798,14,19100035,60,1
2799,14,18100049,0,1
2800,14,18100003,144,1
2801,14,18100020,144,1
2802,14,18100004,144,1
2803,14,18100067,144,1
2804,14,19100161,32,1
2805,14,19100025,32,1
2806,14,19100002,32,1
2807,14,19100020,32,1
2808,14,19100039,32,1
2809,14,19100055,32,1
2810,14,19100057,32,1
2811,14,19100075,0,1
2812,14,19100029,32,1
2813,14,19100030,32,1
2814,14,19100118,32,1
2815,14,19100139,32,1
2816,14,19100138,32,1
2817,14,19100150,32,1
2818,14,19100153,32,1
2819,14,19100168,40,1
2820,14,19100073,0,1
2821,14,19100121,40,1
2822,14,19100201,40,1
2823,14,19100204,40,1
2824,14,19100031,40,1
2825,14,19100043,40,1
2826,14,19100048,40,1
2827,14,19100052,40,1
2828,14,19100053,40,1
2829,14,19100094,40,1
2830,14,19100102,40,1
2831,14,19100115,40,1
2832,14,19100137,40,1
2833,14,19100149,40,1
2834,14,19100196,40,1
2835,14,19100217,40,1
2836,14,19100203,40,1
2837,14,18100009,16,1
2838,14,18100022,16,1
2839,14,18100041,16,1
2840,14,18100060,16,1
2841,14,19100040,16,1
2842,14,19100120,16,1
2843,14,18100005,10,1
2844,14,18100007,10,1
2845,14,18100026,10,1
2846,14,18100033,10,1
2847,14,18100040,10,1
2848,14,19100001,10,1
2849,14,19100017,10,1
2850,14,19100045,10,1
2851,14,19100114,10,1
2852,14,19100178,10,1
2853,14,18100001,20,1
2854,14,18100030,20,1
2855,14,19100024,20,1
2856,14,19100046,20,1
2857,14,19100076,20,1
2858,14,19100009,20,1
2859,14,19100028,20,1
2860,14,19100034,20,1
2861,14,19100093,20,1
2862,14,19100119,20,1
2863,14,19100077,2484,1
2864,14,19100088,2484,1
2865,14,19100038,2484,1
2866,14,19100155,2484,1
2867,14,19100179,2484,1
2868,14,19100051,2484,1
2869,15,11100017,26,1
2870,15,13100007,26,1
2871,15,14100005,26,1
2872,15,16100009,26,1
2873,15,16100014,0,1
2874,15,13100004,26,1
2875,15,15100007,26,1
2876,15,15100008,26,1
2877,15,16100008,26,1
2878,15,17100029,15,1
2879,15,18100063,15,1
2880,15,18100069,15,1
2881,15,18100045,15,1
2882,15,19100063,0,1
2883,15,19100099,15,1
2884,15,19100125,15,1
2885,15,19100087,15,1
2886,15,19100109,15,1
2887,15,19100110,15,1
2888,15,19100141,15,1
2889,15,19100147,15,1
2890,15,19100187,15,1
2891,15,19100218,15,1
2892,15,19100211,15,1
2893,15,19100215,15,1
2894,15,19100132,15,1
2895,15,19100159,15,1
2896,15,19100171,15,1
2897,15,19100190,15,1
2898,15,19100194,15,1
2899,15,19100220,15,1
2900,15,17100010,15,1
2901,15,17100015,15,1
2902,15,17100025,15,1
2903,15,17100012,15,1
2904,15,17100031,15,1
2905,15,17100009,15,1
2906,15,17100033,15,1
2907,15,17100023,15,1
2908,15,17100037,15,1
2909,15,18100036,80,1
2910,15,18100038,80,1
2911,15,18100032,80,1
2912,15,18100039,80,1
2913,15,18100042,80,1
2914,15,18100043,80,1
2915,15,18100021,80,1
2916,15,18100046,0,1
2917,15,18100006,80,1
2918,15,19100025,48,1
2919,15,19100005,48,1
2920,15,19100004,48,1
2921,15,19100018,48,1
2922,15,19100033,48,1
2923,15,19100010,48,1
2924,15,19100091,48,1
2925,15,19100154,48,1
2926,15,19100012,48,1
2927,15,19100008,48,1
2928,15,19100121,55,1
2929,15,19100201,55,1
2930,15,19100204,55,1
2931,15,19100095,55,1
2932,15,19100179,55,1
2933,15,19100122,55,1
2934,15,19100169,55,1
2935,15,19100249,55,1
2936,15,19100101,55,1
2937,15,19100038,55,1
2938,15,19100088,55,1
2939,15,19100155,55,1
2940,15,19100170,55,1
2941,15,11100022,80,1
2942,15,15100005,80,1
2943,15,16100003,80,1
2944,15,17100005,15,1
2945,15,17100017,15,1
2946,15,11100032,15,1
2947,15,17100022,15,1
2948,15,17100034,15,1
2949,15,10100005,15,1
2950,15,18100023,15,1
2951,15,18100073,15,1
2952,15,18100061,15,1
2953,15,19100013,15,1
2954,15,19100007,15,1
2955,15,19100050,15,1
2956,15,19100065,0,1
2957,15,19100131,15,1
2958,15,19100133,15,1
2959,15,19100172,15,1
2960,15,19100176,15,1
2961,15,19100181,15,1
2962,15,19100186,15,1
2963,15,19100188,15,1
2964,15,19100199,15,1
2965,15,19100212,15,1
2966,15,19100207,15,1
2967,15,19100205,15,1
2968,15,19100210,15,1
2969,15,19100206,15,1
2970,15,19100242,15,1
2971,15,19100078,0,1
2972,15,19100108,15,1
2973,15,19100148,15,1
2974,15,19100136,15,1
2975,15,19100214,15,1
2976,15,19100213,15,1
2977,15,17100004,72,1
2978,15,18100010,72,1
2979,15,18100017,72,1
2980,15,18100024,72,1
2981,15,18100027,72,1
2982,15,18100028,72,1
2983,15,18100054,0,1
2984,15,18100011,72,1
2985,15,18100065,72,1
2986,15,18100047,0,1
2987,15,19100036,30,1
2988,15,19100042,30,1
2989,15,19100051,30,1
2990,15,19100019,0,1
2991,15,19100067,30,1
2992,15,19100085,30,1
2993,15,19100089,30,1
2994,15,19100105,30,1
2995,15,19100104,30,1
2996,15,19100106,30,1
2997,15,19100117,30,1
2998,15,19100140,30,1
2999,15,19100144,30,1
3000,15,19100145,30,1
3001,15,19100160,30,1
3002,15,19100197,30,1
3003,15,19100027,65,1
3004,15,19100090,65,1
3005,15,19100098,65,1
3006,15,19100022,65,1
3007,15,19100026,65,1
3008,15,19100077,65,1
3009,15,19100128,65,1
3010,15,19100156,65,1
3011,15,19100166,65,1
3012,15,19100195,65,1
3013,15,19100151,65,1
3014,15,19100092,120,1
3015,15,19100061,0,1
3016,15,19100165,120,1
3017,15,19100206,120,1
3018,15,19100175,120,1
3019,15,19100245,120,1
3020,15,19100180,120,1
3021,15,19100250,120,1
3022,15,19100216,120,1
3023,15,19100238,120,1
3024,15,17100038,96,1
3025,15,18100066,96,1
3026,15,19100058,96,1
3027,15,19100162,96,1
3028,15,19100082,0,1
3029,15,19100130,48,1
3030,15,19100152,48,1
3031,15,19100193,48,1
3032,15,19100212,48,1
3033,15,19100219,48,1
3034,15,19100209,48,1
3035,15,19100248,48,1
3036,15,19100081,0,1
3037,15,19100086,48,1
3038,15,19100244,48,1
3039,15,19100200,48,1
3040,15,19100056,48,1
3041,15,19100182,48,1
3042,15,19100191,48,1
3043,15,19100221,48,1
3044,15,11100006,12,1
3045,15,18100044,12,1
3046,15,19100069,0,1
3047,15,19100208,12,1
3048,15,19100066,0,1
3049,15,19100015,12,1
3050,15,19100096,12,1
3051,15,19100135,12,1
3052,15,19100158,12,1
3053,15,19100116,12,1
3054,15,19100190,12,1
3055,15,19100194,12,1
3056,15,19100220,12,1
3057,15,19100126,12,1
3058,15,19100127,12,1
3059,15,19100163,12,1
3060,15,19100173,12,1
3061,15,19100177,12,1
3062,15,19100235,12,1
3063,15,17100003,60,1
3064,15,17100011,60,1
3065,15,17100021,60,1
3066,15,19100035,60,1
3067,15,18100049,0,1
3068,15,18100003,144,1
3069,15,18100020,144,1
3070,15,18100004,144,1
3071,15,18100067,144,1
3072,15,19100161,32,1
3073,15,19100025,32,1
3074,15,19100002,32,1
3075,15,19100020,32,1
3076,15,19100039,32,1
3077,15,19100055,32,1
3078,15,19100057,32,1
3079,15,19100075,0,1
3080,15,19100029,32,1
3081,15,19100030,32,1
3082,15,19100118,32,1
3083,15,19100139,32,1
3084,15,19100138,32,1
3085,15,19100150,32,1
3086,15,19100153,32,1
3087,15,19100168,40,1
3088,15,19100073,0,1
3089,15,19100121,40,1
3090,15,19100201,40,1
3091,15,19100204,40,1
3092,15,19100031,40,1
3093,15,19100043,40,1
3094,15,19100048,40,1
3095,15,19100052,40,1
3096,15,19100053,40,1
3097,15,19100094,40,1
3098,15,19100102,40,1
3099,15,19100115,40,1
3100,15,19100137,40,1
3101,15,19100149,40,1
3102,15,19100196,40,1
3103,15,19100217,40,1
3104,15,19100203,40,1
3105,15,18100009,16,1
3106,15,18100022,16,1
3107,15,18100041,16,1
3108,15,18100060,16,1
3109,15,19100040,16,1
3110,15,19100120,16,1
3111,15,18100005,10,1
3112,15,18100007,10,1
3113,15,18100026,10,1
3114,15,18100033,10,1
3115,15,18100040,10,1
3116,15,19100001,10,1
3117,15,19100017,10,1
3118,15,19100045,10,1
3119,15,19100114,10,1
3120,15,19100178,10,1
3121,15,18100001,20,1
3122,15,18100030,20,1
3123,15,19100024,20,1
3124,15,19100046,20,1
3125,15,19100076,20,1
3126,15,19100009,20,1
3127,15,19100028,20,1
3128,15,19100034,20,1
3129,15,19100093,20,1
3130,15,19100119,20,1
3131,15,19100089,4968,1
3132,15,19100105,4968,1
3133,15,19100104,4968,1
3134,15,19100106,4968,1
3135,15,18100007,4968,1
3136,15,18100026,4968,1
3137,15,18100033,4968,1
3138,15,18100040,4968,1
3139,16,11100017,26,1
3140,16,13100007,26,1
3141,16,14100005,26,1
3142,16,16100009,26,1
3143,16,16100014,0,1
3144,16,13100004,26,1
3145,16,15100007,26,1
3146,16,15100008,26,1
3147,16,16100008,26,1
3148,16,17100029,15,1
3149,16,18100063,15,1
3150,16,18100069,15,1
3151,16,18100045,15,1
3152,16,19100063,0,1
3153,16,19100099,15,1
3154,16,19100125,15,1
3155,16,19100087,15,1
3156,16,19100109,15,1
3157,16,19100110,15,1
3158,16,19100141,15,1
3159,16,19100147,15,1
3160,16,19100187,15,1
3161,16,19100218,15,1
3162,16,19100211,15,1
3163,16,19100215,15,1
3164,16,19100132,15,1
3165,16,19100159,15,1
3166,16,19100171,15,1
3167,16,19100190,15,1
3168,16,19100194,15,1
3169,16,19100220,15,1
3170,16,17100010,15,1
3171,16,17100015,15,1
3172,16,17100025,15,1
3173,16,17100012,15,1
3174,16,17100031,15,1
3175,16,17100009,15,1
3176,16,17100033,15,1
3177,16,17100023,15,1
3178,16,17100037,15,1
3179,16,18100036,80,1
3180,16,18100038,80,1
3181,16,18100032,80,1
3182,16,18100039,80,1
3183,16,18100042,80,1
3184,16,18100043,80,1
3185,16,18100021,80,1
3186,16,18100046,0,1
3187,16,18100006,80,1
3188,16,19100025,48,1
3189,16,19100005,48,1
3190,16,19100004,48,1
3191,16,19100018,48,1
3192,16,19100033,48,1
3193,16,19100010,48,1
3194,16,19100091,48,1
3195,16,19100154,48,1
3196,16,19100012,48,1
3197,16,19100008,48,1
3198,16,19100121,55,1
3199,16,19100201,55,1
3200,16,19100204,55,1
3201,16,19100095,55,1
3202,16,19100179,55,1
3203,16,19100122,55,1
3204,16,19100169,55,1
3205,16,19100249,55,1
3206,16,19100101,55,1
3207,16,19100038,55,1
3208,16,19100088,55,1
3209,16,19100155,55,1
3210,16,19100170,55,1
3211,16,11100022,80,1
3212,16,15100005,80,1
3213,16,16100003,80,1
3214,16,17100005,15,1
3215,16,17100017,15,1
3216,16,11100032,15,1
3217,16,17100022,15,1
3218,16,17100034,15,1
3219,16,10100005,15,1
3220,16,18100023,15,1
3221,16,18100073,15,1
3222,16,18100061,15,1
3223,16,19100013,15,1
3224,16,19100007,15,1
3225,16,19100050,15,1
3226,16,19100065,0,1
3227,16,19100131,15,1
3228,16,19100133,15,1
3229,16,19100172,15,1
3230,16,19100176,15,1
3231,16,19100181,15,1
3232,16,19100186,15,1
3233,16,19100188,15,1
3234,16,19100199,15,1
3235,16,19100212,15,1
3236,16,19100207,15,1
3237,16,19100205,15,1
3238,16,19100210,15,1
3239,16,19100206,15,1
3240,16,19100242,15,1
3241,16,19100078,0,1
3242,16,19100108,15,1
3243,16,19100148,15,1
3244,16,19100136,15,1
3245,16,19100214,15,1
3246,16,19100213,15,1
3247,16,17100004,72,1
3248,16,18100010,72,1
3249,16,18100017,72,1
3250,16,18100024,72,1
3251,16,18100027,72,1
3252,16,18100028,72,1
3253,16,18100054,0,1
3254,16,18100011,72,1
3255,16,18100065,72,1
3256,16,18100047,0,1
3257,16,19100036,30,1
3258,16,19100042,30,1
3259,16,19100051,30,1
3260,16,19100019,0,1
3261,16,19100067,30,1
3262,16,19100085,30,1
3263,16,19100089,30,1
3264,16,19100105,30,1
3265,16,19100104,30,1
3266,16,19100106,30,1
3267,16,19100117,30,1
3268,16,19100140,30,1
