ID,佣兵ID,宝具等级,消耗资源,消耗个数,战力提升,先攻提升,防御提升,闪避提升,王者提升
1467,19000147,7,57,24,5,,,,
1468,19000147,8,57,31,5,,,,
1469,19000147,9,57,39,5,,,,
1470,19000147,10,57,47,,2,1,1,0
1471,19000148,1,57,3,5,,,,
1472,19000148,2,57,4,5,,,,
1473,19000148,3,57,6,5,,,,
1474,19000148,4,57,9,5,,,,
1475,19000148,5,57,13,,1,1,1,0
1476,19000148,6,57,18,5,,,,
1477,19000148,7,57,24,5,,,,
1478,19000148,8,57,31,5,,,,
1479,19000148,9,57,39,5,,,,
1480,19000148,10,57,47,,1,1,0,1
1481,19000149,1,57,3,5,,,,
1482,19000149,2,57,4,5,,,,
1483,19000149,3,57,6,5,,,,
1484,19000149,4,57,9,5,,,,
1485,19000149,5,57,13,,0,1,0,1
1486,19000149,6,57,18,5,,,,
1487,19000149,7,57,24,5,,,,
1488,19000149,8,57,31,5,,,,
1489,19000149,9,57,39,5,,,,
1490,19000149,10,57,47,,0,3,1,0
1491,19000150,1,57,3,5,,,,
1492,19000150,2,57,4,5,,,,
1493,19000150,3,57,6,5,,,,
1494,19000150,4,57,9,5,,,,
1495,19000150,5,57,13,,0,1,0,1
1496,19000150,6,57,18,5,,,,
1497,19000150,7,57,24,5,,,,
1498,19000150,8,57,31,5,,,,
1499,19000150,9,57,39,5,,,,
1500,19000150,10,57,47,,1,2,0,0
1501,19000151,1,57,3,5,,,,
1502,19000151,2,57,4,5,,,,
1503,19000151,3,57,6,5,,,,
1504,19000151,4,57,9,5,,,,
1505,19000151,5,57,13,,1,1,1,0
1506,19000151,6,57,18,5,,,,
1507,19000151,7,57,24,5,,,,
1508,19000151,8,57,31,5,,,,
1509,19000151,9,57,39,5,,,,
1510,19000151,10,57,47,,1,1,0,1
1511,19000152,1,57,3,5,,,,
1512,19000152,2,57,4,5,,,,
1513,19000152,3,57,6,5,,,,
1514,19000152,4,57,9,5,,,,
1515,19000152,5,57,13,,1,0,0,1
1516,19000152,6,57,18,5,,,,
1517,19000152,7,57,24,5,,,,
1518,19000152,8,57,31,5,,,,
1519,19000152,9,57,39,5,,,,
1520,19000152,10,57,47,,2,1,1,0
1521,19000153,1,57,3,5,,,,
1522,19000153,2,57,4,5,,,,
1523,19000153,3,57,6,5,,,,
1524,19000153,4,57,9,5,,,,
1525,19000153,5,57,13,,0,1,0,1
1526,19000153,6,57,18,5,,,,
1527,19000153,7,57,24,5,,,,
1528,19000153,8,57,31,5,,,,
1529,19000153,9,57,39,5,,,,
1530,19000153,10,57,47,,1,2,0,0
1531,19000154,1,57,3,5,,,,
1532,19000154,2,57,4,5,,,,
1533,19000154,3,57,6,5,,,,
1534,19000154,4,57,9,5,,,,
1535,19000154,5,57,13,,0,0,1,1
1536,19000154,6,57,18,5,,,,
1537,19000154,7,57,24,5,,,,
1538,19000154,8,57,31,5,,,,
1539,19000154,9,57,39,5,,,,
1540,19000154,10,57,47,,0,1,2,0
1541,19000155,1,57,3,5,,,,
1542,19000155,2,57,4,5,,,,
1543,19000155,3,57,6,5,,,,
1544,19000155,4,57,9,5,,,,
1545,19000155,5,57,13,,0,0,1,1
1546,19000155,6,57,18,5,,,,
1547,19000155,7,57,24,5,,,,
1548,19000155,8,57,31,5,,,,
1549,19000155,9,57,39,5,,,,
1550,19000155,10,57,47,,2,1,1,0
1551,19000156,1,57,3,5,,,,
1552,19000156,2,57,4,5,,,,
1553,19000156,3,57,6,5,,,,
1554,19000156,4,57,9,5,,,,
1555,19000156,5,57,13,,1,0,0,1
1556,19000156,6,57,18,5,,,,
1557,19000156,7,57,24,5,,,,
1558,19000156,8,57,31,5,,,,
1559,19000156,9,57,39,5,,,,
1560,19000156,10,57,47,,2,1,1,0
1561,19000157,1,57,3,5,,,,
1562,19000157,2,57,4,5,,,,
1563,19000157,3,57,6,5,,,,
1564,19000157,4,57,9,5,,,,
1565,19000157,5,57,13,,0,1,0,1
1566,19000157,6,57,18,5,,,,
1567,19000157,7,57,24,5,,,,
1568,19000157,8,57,31,5,,,,
1569,19000157,9,57,39,5,,,,
1570,19000157,10,57,47,,2,1,1,0
1571,19000158,1,57,3,5,,,,
1572,19000158,2,57,4,5,,,,
1573,19000158,3,57,6,5,,,,
1574,19000158,4,57,9,5,,,,
1575,19000158,5,57,13,,1,1,1,0
1576,19000158,6,57,18,5,,,,
1577,19000158,7,57,24,5,,,,
1578,19000158,8,57,31,5,,,,
1579,19000158,9,57,39,5,,,,
1580,19000158,10,57,47,,1,1,0,1
1581,19000159,1,57,3,5,,,,
1582,19000159,2,57,4,5,,,,
1583,19000159,3,57,6,5,,,,
1584,19000159,4,57,9,5,,,,
1585,19000159,5,57,13,,0,0,1,1
1586,19000159,6,57,18,5,,,,
1587,19000159,7,57,24,5,,,,
1588,19000159,8,57,31,5,,,,
1589,19000159,9,57,39,5,,,,
1590,19000159,10,57,47,,2,1,1,0
1591,19000160,1,57,3,5,,,,
1592,19000160,2,57,4,5,,,,
1593,19000160,3,57,6,5,,,,
1594,19000160,4,57,9,5,,,,
1595,19000160,5,57,13,,1,0,0,1
1596,19000160,6,57,18,5,,,,
1597,19000160,7,57,24,5,,,,
1598,19000160,8,57,31,5,,,,
1599,19000160,9,57,39,5,,,,
1600,19000160,10,57,47,,2,1,0,0
1601,19000161,1,57,3,5,,,,
1602,19000161,2,57,4,5,,,,
1603,19000161,3,57,6,5,,,,
1604,19000161,4,57,9,5,,,,
1605,19000161,5,57,13,,1,1,0,0
1606,19000161,6,57,18,5,,,,
1607,19000161,7,57,24,5,,,,
1608,19000161,8,57,31,5,,,,
1609,19000161,9,57,39,5,,,,
1610,19000161,10,57,47,,1,1,1,0
1611,19000162,1,57,3,5,,,,
1612,19000162,2,57,4,5,,,,
1613,19000162,3,57,6,5,,,,
1614,19000162,4,57,9,5,,,,
1615,19000162,5,57,13,,1,1,0,0
1616,19000162,6,57,18,5,,,,
1617,19000162,7,57,24,5,,,,
1618,19000162,8,57,31,5,,,,
1619,19000162,9,57,39,5,,,,
1620,19000162,10,57,47,,1,1,1,0
1621,19000163,1,57,3,5,,,,
1622,19000163,2,57,4,5,,,,
1623,19000163,3,57,6,5,,,,
1624,19000163,4,57,9,5,,,,
1625,19000163,5,57,13,,0,1,0,1
1626,19000163,6,57,18,5,,,,
1627,19000163,7,57,24,5,,,,
1628,19000163,8,57,31,5,,,,
1629,19000163,9,57,39,5,,,,
1630,19000163,10,57,47,,0,0,0,2
1631,19000164,1,57,3,5,,,,
1632,19000164,2,57,4,5,,,,
1633,19000164,3,57,6,5,,,,
1634,19000164,4,57,9,5,,,,
1635,19000164,5,57,13,,1,0,0,1
1636,19000164,6,57,18,5,,,,
1637,19000164,7,57,24,5,,,,
1638,19000164,8,57,31,5,,,,
1639,19000164,9,57,39,5,,,,
1640,19000164,10,57,47,,2,1,1,0
1641,19000165,1,57,3,5,,,,
1642,19000165,2,57,4,5,,,,
1643,19000165,3,57,6,5,,,,
1644,19000165,4,57,9,5,,,,
1645,19000165,5,57,13,,0,1,0,1
1646,19000165,6,57,18,5,,,,
1647,19000165,7,57,24,5,,,,
1648,19000165,8,57,31,5,,,,
1649,19000165,9,57,39,5,,,,
1650,19000165,10,57,47,,1,2,0,0
1651,19000166,1,57,3,5,,,,
1652,19000166,2,57,4,5,,,,
1653,19000166,3,57,6,5,,,,
1654,19000166,4,57,9,5,,,,
1655,19000166,5,57,13,,1,0,0,1
1656,19000166,6,57,18,5,,,,
1657,19000166,7,57,24,5,,,,
1658,19000166,8,57,31,5,,,,
1659,19000166,9,57,39,5,,,,
1660,19000166,10,57,47,,2,1,1,0
1661,19000167,1,57,3,5,,,,
1662,19000167,2,57,4,5,,,,
1663,19000167,3,57,6,5,,,,
1664,19000167,4,57,9,5,,,,
1665,19000167,5,57,13,,0,0,1,1
1666,19000167,6,57,18,5,,,,
1667,19000167,7,57,24,5,,,,
1668,19000167,8,57,31,5,,,,
1669,19000167,9,57,39,5,,,,
1670,19000167,10,57,47,,2,1,1,0
1671,19000168,1,57,3,5,,,,
1672,19000168,2,57,4,5,,,,
1673,19000168,3,57,6,5,,,,
1674,19000168,4,57,9,5,,,,
1675,19000168,5,57,13,,1,0,0,1
1676,19000168,6,57,18,5,,,,
1677,19000168,7,57,24,5,,,,
1678,19000168,8,57,31,5,,,,
1679,19000168,9,57,39,5,,,,
1680,19000168,10,57,47,,2,1,1,0
1681,19000169,1,57,3,5,,,,
1682,19000169,2,57,4,5,,,,
1683,19000169,3,57,6,5,,,,
1684,19000169,4,57,9,5,,,,
1685,19000169,5,57,13,,0,0,1,1
1686,19000169,6,57,18,5,,,,
1687,19000169,7,57,24,5,,,,
1688,19000169,8,57,31,5,,,,
1689,19000169,9,57,39,5,,,,
1690,19000169,10,57,47,,2,1,1,0
1691,19000170,1,57,3,5,,,,
1692,19000170,2,57,4,5,,,,
1693,19000170,3,57,6,5,,,,
1694,19000170,4,57,9,5,,,,
1695,19000170,5,57,13,,0,0,1,1
1696,19000170,6,57,18,5,,,,
1697,19000170,7,57,24,5,,,,
1698,19000170,8,57,31,5,,,,
1699,19000170,9,57,39,5,,,,
1700,19000170,10,57,47,,2,1,1,0
1701,19000171,1,57,3,5,,,,
1702,19000171,2,57,4,5,,,,
1703,19000171,3,57,6,5,,,,
1704,19000171,4,57,9,5,,,,
1705,19000171,5,57,13,,0,0,1,1
1706,19000171,6,57,18,5,,,,
1707,19000171,7,57,24,5,,,,
1708,19000171,8,57,31,5,,,,
1709,19000171,9,57,39,5,,,,
1710,19000171,10,57,47,,2,1,1,0
1711,19000172,1,57,3,5,,,,
1712,19000172,2,57,4,5,,,,
1713,19000172,3,57,6,5,,,,
1714,19000172,4,57,9,5,,,,
1715,19000172,5,57,13,,1,0,0,1
1716,19000172,6,57,18,5,,,,
1717,19000172,7,57,24,5,,,,
1718,19000172,8,57,31,5,,,,
1719,19000172,9,57,39,5,,,,
1720,19000172,10,57,47,,2,1,1,0
1721,19000173,1,57,3,5,,,,
1722,19000173,2,57,4,5,,,,
1723,19000173,3,57,6,5,,,,
1724,19000173,4,57,9,5,,,,
1725,19000173,5,57,13,,3,0,0,0
1726,19000173,6,57,18,5,,,,
1727,19000173,7,57,24,5,,,,
1728,19000173,8,57,31,5,,,,
1729,19000173,9,57,39,5,,,,
1730,19000173,10,57,47,,2,0,0,1
1731,19000174,1,57,3,5,,,,
1732,19000174,2,57,4,5,,,,
1733,19000174,3,57,6,5,,,,
1734,19000174,4,57,9,5,,,,
1735,19000174,5,57,13,,0,1,0,1
1736,19000174,6,57,18,5,,,,
1737,19000174,7,57,24,5,,,,
1738,19000174,8,57,31,5,,,,
1739,19000174,9,57,39,5,,,,
1740,19000174,10,57,47,,1,2,0,0
1741,19000175,1,57,3,5,,,,
1742,19000175,2,57,4,5,,,,
1743,19000175,3,57,6,5,,,,
1744,19000175,4,57,9,5,,,,
1745,19000175,5,57,13,,1,1,1,0
1746,19000175,6,57,18,5,,,,
1747,19000175,7,57,24,5,,,,
1748,19000175,8,57,31,5,,,,
1749,19000175,9,57,39,5,,,,
1750,19000175,10,57,47,,1,1,0,1
1751,19000176,1,57,3,5,,,,
1752,19000176,2,57,4,5,,,,
1753,19000176,3,57,6,5,,,,
1754,19000176,4,57,9,5,,,,
1755,19000176,5,57,13,,1,0,0,1
1756,19000176,6,57,18,5,,,,
1757,19000176,7,57,24,5,,,,
1758,19000176,8,57,31,5,,,,
1759,19000176,9,57,39,5,,,,
1760,19000176,10,57,47,,2,1,1,0
1761,19000177,1,57,3,5,,,,
1762,19000177,2,57,4,5,,,,
1763,19000177,3,57,6,5,,,,
1764,19000177,4,57,9,5,,,,
1765,19000177,5,57,13,,0,1,0,1
1766,19000177,6,57,18,5,,,,
1767,19000177,7,57,24,5,,,,
1768,19000177,8,57,31,5,,,,
1769,19000177,9,57,39,5,,,,
1770,19000177,10,57,47,,2,1,1,0
1771,19000178,1,57,3,5,,,,
1772,19000178,2,57,4,5,,,,
1773,19000178,3,57,6,5,,,,
1774,19000178,4,57,9,5,,,,
1775,19000178,5,57,13,,0,0,1,1
1776,19000178,6,57,18,5,,,,
1777,19000178,7,57,24,5,,,,
1778,19000178,8,57,31,5,,,,
1779,19000178,9,57,39,5,,,,
1780,19000178,10,57,47,,2,1,1,0
1781,19000179,1,57,3,5,,,,
1782,19000179,2,57,4,5,,,,
1783,19000179,3,57,6,5,,,,
1784,19000179,4,57,9,5,,,,
1785,19000179,5,57,13,,0,0,1,1
1786,19000179,6,57,18,5,,,,
1787,19000179,7,57,24,5,,,,
1788,19000179,8,57,31,5,,,,
1789,19000179,9,57,39,5,,,,
1790,19000179,10,57,47,,2,1,1,0
1791,19000180,1,57,3,5,,,,
1792,19000180,2,57,4,5,,,,
1793,19000180,3,57,6,5,,,,
1794,19000180,4,57,9,5,,,,
1795,19000180,5,57,13,,0,0,1,1
1796,19000180,6,57,18,5,,,,
1797,19000180,7,57,24,5,,,,
1798,19000180,8,57,31,5,,,,
1799,19000180,9,57,39,5,,,,
1800,19000180,10,57,47,,2,1,1,0
1801,19000181,1,57,3,5,,,,
1802,19000181,2,57,4,5,,,,
1803,19000181,3,57,6,5,,,,
1804,19000181,4,57,9,5,,,,
1805,19000181,5,57,13,,1,0,0,1
1806,19000181,6,57,18,5,,,,
1807,19000181,7,57,24,5,,,,
1808,19000181,8,57,31,5,,,,
1809,19000181,9,57,39,5,,,,
1810,19000181,10,57,47,,2,1,1,0
1811,19000182,1,57,3,5,,,,
1812,19000182,2,57,4,5,,,,
1813,19000182,3,57,6,5,,,,
1814,19000182,4,57,9,5,,,,
1815,19000182,5,57,13,,0,1,0,1
1816,19000182,6,57,18,5,,,,
1817,19000182,7,57,24,5,,,,
1818,19000182,8,57,31,5,,,,
1819,19000182,9,57,39,5,,,,
1820,19000182,10,57,47,,2,1,1,0
1821,19000183,1,57,3,5,,,,
1822,19000183,2,57,4,5,,,,
1823,19000183,3,57,6,5,,,,
1824,19000183,4,57,9,5,,,,
1825,19000183,5,57,13,,1,1,0,0
1826,19000183,6,57,18,5,,,,
1827,19000183,7,57,24,5,,,,
1828,19000183,8,57,31,5,,,,
1829,19000183,9,57,39,5,,,,
1830,19000183,10,57,47,,1,1,1,0
1831,19000184,1,57,3,5,,,,
1832,19000184,2,57,4,5,,,,
1833,19000184,3,57,6,5,,,,
1834,19000184,4,57,9,5,,,,
1835,19000184,5,57,13,,0,1,0,1
1836,19000184,6,57,18,5,,,,
1837,19000184,7,57,24,5,,,,
1838,19000184,8,57,31,5,,,,
1839,19000184,9,57,39,5,,,,
1840,19000184,10,57,47,,2,1,1,0
1841,19000185,1,57,3,5,,,,
1842,19000185,2,57,4,5,,,,
1843,19000185,3,57,6,5,,,,
1844,19000185,4,57,9,5,,,,
1845,19000185,5,57,13,,1,1,0,0
1846,19000185,6,57,18,5,,,,
1847,19000185,7,57,24,5,,,,
1848,19000185,8,57,31,5,,,,
1849,19000185,9,57,39,5,,,,
1850,19000185,10,57,47,,1,1,1,0
1851,19000186,1,57,3,5,,,,
1852,19000186,2,57,4,5,,,,
1853,19000186,3,57,6,5,,,,
1854,19000186,4,57,9,5,,,,
1855,19000186,5,57,13,,1,0,0,1
1856,19000186,6,57,18,5,,,,
1857,19000186,7,57,24,5,,,,
1858,19000186,8,57,31,5,,,,
1859,19000186,9,57,39,5,,,,
1860,19000186,10,57,47,,2,1,1,0
1861,19000187,1,57,3,5,,,,
1862,19000187,2,57,4,5,,,,
1863,19000187,3,57,6,5,,,,
1864,19000187,4,57,9,5,,,,
1865,19000187,5,57,13,,0,0,1,1
1866,19000187,6,57,18,5,,,,
1867,19000187,7,57,24,5,,,,
1868,19000187,8,57,31,5,,,,
1869,19000187,9,57,39,5,,,,
1870,19000187,10,57,47,,2,1,1,0
1871,19000188,1,57,3,5,,,,
1872,19000188,2,57,4,5,,,,
1873,19000188,3,57,6,5,,,,
1874,19000188,4,57,9,5,,,,
1875,19000188,5,57,13,,1,0,0,1
1876,19000188,6,57,18,5,,,,
1877,19000188,7,57,24,5,,,,
1878,19000188,8,57,31,5,,,,
1879,19000188,9,57,39,5,,,,
1880,19000188,10,57,47,,2,1,1,0
1881,19000189,1,57,3,5,,,,
1882,19000189,2,57,4,5,,,,
1883,19000189,3,57,6,5,,,,
1884,19000189,4,57,9,5,,,,
1885,19000189,5,57,13,,1,1,1,0
1886,19000189,6,57,18,5,,,,
1887,19000189,7,57,24,5,,,,
1888,19000189,8,57,31,5,,,,
1889,19000189,9,57,39,5,,,,
1890,19000189,10,57,47,,1,1,0,1
1891,19000190,1,57,3,5,,,,
1892,19000190,2,57,4,5,,,,
1893,19000190,3,57,6,5,,,,
1894,19000190,4,57,9,5,,,,
1895,19000190,5,57,13,,0,0,1,1
1896,19000190,6,57,18,5,,,,
1897,19000190,7,57,24,5,,,,
1898,19000190,8,57,31,5,,,,
1899,19000190,9,57,39,5,,,,
1900,19000190,10,57,47,,2,1,1,0
1901,19000191,1,57,3,5,,,,
1902,19000191,2,57,4,5,,,,
1903,19000191,3,57,6,5,,,,
1904,19000191,4,57,9,5,,,,
1905,19000191,5,57,13,,0,1,0,1
1906,19000191,6,57,18,5,,,,
1907,19000191,7,57,24,5,,,,
1908,19000191,8,57,31,5,,,,
1909,19000191,9,57,39,5,,,,
1910,19000191,10,57,47,,2,1,1,0
1911,19000192,1,57,3,5,,,,
1912,19000192,2,57,4,5,,,,
1913,19000192,3,57,6,5,,,,
1914,19000192,4,57,9,5,,,,
1915,19000192,5,57,13,,1,0,0,1
1916,19000192,6,57,18,5,,,,
1917,19000192,7,57,24,5,,,,
1918,19000192,8,57,31,5,,,,
1919,19000192,9,57,39,5,,,,
1920,19000192,10,57,47,,2,1,1,0
1921,19000193,1,57,3,5,,,,
1922,19000193,2,57,4,5,,,,
1923,19000193,3,57,6,5,,,,
1924,19000193,4,57,9,5,,,,
1925,19000193,5,57,13,,1,0,0,1
1926,19000193,6,57,18,5,,,,
1927,19000193,7,57,24,5,,,,
1928,19000193,8,57,31,5,,,,
1929,19000193,9,57,39,5,,,,
1930,19000193,10,57,47,,2,1,1,0
1931,19000194,1,57,3,5,,,,
1932,19000194,2,57,4,5,,,,
1933,19000194,3,57,6,5,,,,
1934,19000194,4,57,9,5,,,,
1935,19000194,5,57,13,,0,0,1,1
1936,19000194,6,57,18,5,,,,
1937,19000194,7,57,24,5,,,,
1938,19000194,8,57,31,5,,,,
1939,19000194,9,57,39,5,,,,
1940,19000194,10,57,47,,2,1,1,0
1941,19000195,1,57,3,5,,,,
1942,19000195,2,57,4,5,,,,
1943,19000195,3,57,6,5,,,,
1944,19000195,4,57,9,5,,,,
1945,19000195,5,57,13,,1,0,0,1
1946,19000195,6,57,18,5,,,,
1947,19000195,7,57,24,5,,,,
1948,19000195,8,57,31,5,,,,
1949,19000195,9,57,39,5,,,,
1950,19000195,10,57,47,,2,1,1,0
1951,19000196,1,57,3,5,,,,
1952,19000196,2,57,4,5,,,,
1953,19000196,3,57,6,5,,,,
1954,19000196,4,57,9,5,,,,
1955,19000196,5,57,13,,0,1,0,1
1956,19000196,6,57,18,5,,,,
1957,19000196,7,57,24,5,,,,
1958,19000196,8,57,31,5,,,,
1959,19000196,9,57,39,5,,,,
1960,19000196,10,57,47,,2,1,1,0
1961,22000001,1,57,3,5,,,,
1962,22000001,2,57,4,5,,,,
1963,22000001,3,57,6,5,,,,
1964,22000001,4,57,9,5,,,,
1965,22000001,5,57,13,,2,0,0,1
1966,22000001,6,57,18,5,,,,
1967,22000001,7,57,24,5,,,,
1968,22000001,8,57,31,5,,,,
1969,22000001,9,57,39,5,,,,
1970,22000001,10,57,47,,2,1,2,0
1971,22000002,1,57,3,5,,,,
1972,22000002,2,57,4,5,,,,
1973,22000002,3,57,6,5,,,,
1974,22000002,4,57,9,5,,,,
1975,22000002,5,57,13,,0,0,2,1
1976,22000002,6,57,18,5,,,,
1977,22000002,7,57,24,5,,,,
1978,22000002,8,57,31,5,,,,
1979,22000002,9,57,39,5,,,,
1980,22000002,10,57,47,,0,2,3,0
1981,22000003,1,57,3,5,,,,
1982,22000003,2,57,4,5,,,,
1983,22000003,3,57,6,5,,,,
1984,22000003,4,57,9,5,,,,
1985,22000003,5,57,13,,0,2,0,1
1986,22000003,6,57,18,5,,,,
1987,22000003,7,57,24,5,,,,
1988,22000003,8,57,31,5,,,,
1989,22000003,9,57,39,5,,,,
1990,22000003,10,57,47,,2,3,0,0
1991,22000004,1,57,3,5,,,,
1992,22000004,2,57,4,5,,,,
1993,22000004,3,57,6,5,,,,
1994,22000004,4,57,9,5,,,,
1995,22000004,5,57,13,,0,1,1,1
1996,22000004,6,57,18,5,,,,
1997,22000004,7,57,24,5,,,,
1998,22000004,8,57,31,5,,,,
1999,22000004,9,57,39,5,,,,
2000,22000004,10,57,47,,2,2,2,0
2001,22000005,1,57,3,5,,,,
2002,22000005,2,57,4,5,,,,
2003,22000005,3,57,6,5,,,,
2004,22000005,4,57,9,5,,,,
2005,22000005,5,57,13,,1,0,0,1
2006,22000005,6,57,18,5,,,,
2007,22000005,7,57,24,5,,,,
2008,22000005,8,57,31,5,,,,
2009,22000005,9,57,39,5,,,,
2010,22000005,10,57,47,,2,2,1,0
2011,22000006,1,57,3,5,,,,
2012,22000006,2,57,4,5,,,,
2013,22000006,3,57,6,5,,,,
2014,22000006,4,57,9,5,,,,
2015,22000006,5,57,13,,0,1,0,1
2016,22000006,6,57,18,5,,,,
2017,22000006,7,57,24,5,,,,
2018,22000006,8,57,31,5,,,,
2019,22000006,9,57,39,5,,,,
2020,22000006,10,57,47,,2,2,1,0
2021,22000007,1,57,3,5,,,,
2022,22000007,2,57,4,5,,,,
2023,22000007,3,57,6,5,,,,
2024,22000007,4,57,9,5,,,,
2025,22000007,5,57,13,,1,1,0,1
2026,22000007,6,57,18,5,,,,
2027,22000007,7,57,24,5,,,,
2028,22000007,8,57,31,5,,,,
2029,22000007,9,57,39,5,,,,
2030,22000007,10,57,47,,2,2,2,0
2031,22000008,1,57,3,5,,,,
2032,22000008,2,57,4,5,,,,
2033,22000008,3,57,6,5,,,,
2034,22000008,4,57,9,5,,,,
2035,22000008,5,57,13,,0,2,0,1
2036,22000008,6,57,18,5,,,,
2037,22000008,7,57,24,5,,,,
2038,22000008,8,57,31,5,,,,
2039,22000008,9,57,39,5,,,,
2040,22000008,10,57,47,,0,4,0,0
2041,22000009,1,57,3,5,,,,
2042,22000009,2,57,4,5,,,,
2043,22000009,3,57,6,5,,,,
2044,22000009,4,57,9,5,,,,
2045,22000009,5,57,13,,0,2,0,1
2046,22000009,6,57,18,5,,,,
2047,22000009,7,57,24,5,,,,
2048,22000009,8,57,31,5,,,,
2049,22000009,9,57,39,5,,,,
2050,22000009,10,57,47,,2,2,0,0
2051,22000010,1,57,3,5,,,,
2052,22000010,2,57,4,5,,,,
2053,22000010,3,57,6,5,,,,
2054,22000010,4,57,9,5,,,,
2055,22000010,5,57,13,,0,1,0,2
2056,22000010,6,57,18,5,,,,
2057,22000010,7,57,24,5,,,,
2058,22000010,8,57,31,5,,,,
2059,22000010,9,57,39,5,,,,
2060,22000010,10,57,47,,0,0,0,2
2061,22000011,1,57,3,5,,,,
2062,22000011,2,57,4,5,,,,
2063,22000011,3,57,6,5,,,,
2064,22000011,4,57,9,5,,,,
2065,22000011,5,57,13,,1,0,0,1
2066,22000011,6,57,18,5,,,,
2067,22000011,7,57,24,5,,,,
2068,22000011,8,57,31,5,,,,
2069,22000011,9,57,39,5,,,,
2070,22000011,10,57,47,,3,1,0,0
2071,22000012,1,57,3,5,,,,
2072,22000012,2,57,4,5,,,,
2073,22000012,3,57,6,5,,,,
2074,22000012,4,57,9,5,,,,
2075,22000012,5,57,13,,1,0,0,1
2076,22000012,6,57,18,5,,,,
2077,22000012,7,57,24,5,,,,
2078,22000012,8,57,31,5,,,,
2079,22000012,9,57,39,5,,,,
2080,22000012,10,57,47,,2,1,0,0
2081,55000004,1,57,3,5,,,,
2082,55000004,2,57,4,5,,,,
2083,55000004,3,57,6,5,,,,
2084,55000004,4,57,9,5,,,,
2085,55000004,5,57,13,,0,2,1,0
2086,55000004,6,57,18,5,,,,
2087,55000004,7,57,24,5,,,,
2088,55000004,8,57,31,5,,,,
2089,55000004,9,57,39,5,,,,
2090,55000004,10,57,47,,0,2,2,0
2091,19000197,1,57,3,5,,,,
2092,19000197,2,57,4,5,,,,
2093,19000197,3,57,6,5,,,,
2094,19000197,4,57,9,5,,,,
2095,19000197,5,57,13,,1,0,0,1
2096,19000197,6,57,18,5,,,,
2097,19000197,7,57,24,5,,,,
2098,19000197,8,57,31,5,,,,
2099,19000197,9,57,39,5,,,,
2100,19000197,10,57,47,,2,1,0,0
2101,19000198,1,57,3,5,,,,
2102,19000198,2,57,4,5,,,,
2103,19000198,3,57,6,5,,,,
2104,19000198,4,57,9,5,,,,
2105,19000198,5,57,13,,1,1,0,0
2106,19000198,6,57,18,5,,,,
2107,19000198,7,57,24,5,,,,
2108,19000198,8,57,31,5,,,,
2109,19000198,9,57,39,5,,,,
2110,19000198,10,57,47,,1,1,1,0
2111,19000199,1,57,3,5,,,,
2112,19000199,2,57,4,5,,,,
2113,19000199,3,57,6,5,,,,
2114,19000199,4,57,9,5,,,,
2115,19000199,5,57,13,,0,1,0,1
2116,19000199,6,57,18,5,,,,
2117,19000199,7,57,24,5,,,,
2118,19000199,8,57,31,5,,,,
2119,19000199,9,57,39,5,,,,
2120,19000199,10,57,47,,2,1,0,1
2121,19000200,1,57,3,5,,,,
2122,19000200,2,57,4,5,,,,
2123,19000200,3,57,6,5,,,,
2124,19000200,4,57,9,5,,,,
2125,19000200,5,57,13,,0,0,1,1
2126,19000200,6,57,18,5,,,,
2127,19000200,7,57,24,5,,,,
2128,19000200,8,57,31,5,,,,
2129,19000200,9,57,39,5,,,,
2130,19000200,10,57,47,,0,1,3,0
2131,19000201,1,57,3,5,,,,
2132,19000201,2,57,4,5,,,,
2133,19000201,3,57,6,5,,,,
2134,19000201,4,57,9,5,,,,
2135,19000201,5,57,13,,0,0,1,1
2136,19000201,6,57,18,5,,,,
2137,19000201,7,57,24,5,,,,
2138,19000201,8,57,31,5,,,,
2139,19000201,9,57,39,5,,,,
2140,19000201,10,57,47,,2,1,1,0
2141,19000202,1,57,3,5,,,,
2142,19000202,2,57,4,5,,,,
2143,19000202,3,57,6,5,,,,
2144,19000202,4,57,9,5,,,,
2145,19000202,5,57,13,,0,0,1,1
2146,19000202,6,57,18,5,,,,
2147,19000202,7,57,24,5,,,,
2148,19000202,8,57,31,5,,,,
2149,19000202,9,57,39,5,,,,
2150,19000202,10,57,47,,2,1,1,0
2151,10000002,1,57,3,5,,,,
2152,10000002,2,57,4,5,,,,
2153,10000002,3,57,6,5,,,,
2154,10000002,4,57,9,5,,,,
2155,10000002,5,57,13,,1,0,0,0
2156,10000002,6,57,18,5,,,,
2157,10000002,7,57,24,5,,,,
2158,10000002,8,57,31,5,,,,
2159,10000002,9,57,39,5,,,,
2160,10000002,10,57,47,,0,1,0,0
2161,10000003,1,57,3,5,,,,
2162,10000003,2,57,4,5,,,,
2163,10000003,3,57,6,5,,,,
2164,10000003,4,57,9,5,,,,
2165,10000003,5,57,13,,1,0,0,0
2166,10000003,6,57,18,5,,,,
2167,10000003,7,57,24,5,,,,
2168,10000003,8,57,31,5,,,,
2169,10000003,9,57,39,5,,,,
2170,10000003,10,57,47,,0,1,0,0
2171,10000004,1,57,3,5,,,,
2172,10000004,2,57,4,5,,,,
2173,10000004,3,57,6,5,,,,
2174,10000004,4,57,9,5,,,,
2175,10000004,5,57,13,,1,0,0,0
2176,10000004,6,57,18,5,,,,
2177,10000004,7,57,24,5,,,,
