ID,技能名,描述,战斗回合高于X时,战斗回合低于X时,己方战力高于X%时,己方战力低于X%时,敌方战力高于X%时,敌方战力低于X%时,上回合是否击中（1击中2未命中3敌方命中4敌方未命中）,敌我血量高低判断（1.我方高于敌方2.我方低于敌方3我方等于敌方）,Y发动概率,次数限制,技能效果,Z参数,参数2,命中生效,己方四维变化,敌方四维变化,修改回合数,虚弱,无法闪避,无视防御,封印技能效果,封印回合,封印x概率以上,封印x概率以下,动画id,增加四维先攻,增加四维防御,增加四维闪避,增加四维王者
4000264,苍炎,,,,,,,,,,110,100,3,400,,,,,,,1,,,,,,171,0,0,0,0
4000265,狂暴,,,,,,,,,,110,100,3,450,,,,,,,1,,,,,,142,0,0,0,0
4000266,归无,,,,,,,,,,110,100,3,500,,,,,,,1,,,,,,12,0,0,0,0
4000267,布阵,,,,,,,,,,110,100,3,600,,,,,,,1,,,,,,165,0,0,0,0
4000268,赤焰,,,,,,,,,,110,100,3,650,,,,,,,1,,,,,,142,0,0,0,0
4000269,苍焰,,,,,,,,,,110,100,3,700,,,,,,,1,,,,,,171,0,0,0,0
4000270,暴走,,,,,,,,,,110,100,3,750,,,,,,,1,,,,,,142,0,0,0,0
4000271,普照,,,,,,,,,,110,100,3,800,,,,,,,1,,,,,,12,0,0,0,0
4000272,变身,,,,,,,,,,110,1,12,1000,,,,,,,,,,,,,167,0,0,0,0
4000273,末日大战车,,5,,,,,,,,110,10,5,100,,,,,,,1,1,,,,,171,0,0,0,0
4000274,安静睡觉,,,,,,,,,,110,100,5,100,,,,,,,,1,,,,,142,0,0,0,0
4000275,残垣断壁,,,,,,,,,,110,1,13,150,,,,,,,1,1,,,,,96,0,0,0,0
4000276,世界映射,,,,,,,,,,110,100,14,0,,,,,,,,,,,,,,0,0,0,0
4000277,秒杀比我弱的,,,,,,,,,1,110,150,2,20000,,,,,,,1,,,,,,28,0,0,0,0
4000278,暴击,,,,,,,,,,110,999,2,150,,,,,,,1,,,,,,28,0,0,0,0
4000279,躲开啊,,,,,,,,,,110,150,1,250,,,,,,,,1,,,,,142,0,0,0,0
4000280,挺住啊,,,,,,,,,,110,150,6,60,,,,,,,1,1,,,,,142,0,0,0,0
4000281,你慢点打,,,,,,,,,,110,150,1,100,,,,,,,,,,,,,142,0,0,0,0
4000282,杀你,,6,,,,,,,,110,150,2,20000,,,,,,,1,1,,,,,28,0,0,0,0
4000283,杀你,,5,,,,,,,,110,150,2,20000,,,,,,,1,1,,,,,28,0,0,0,0
4000284,杀你,,4,,,,,,,,110,150,2,20000,,,,,,,1,1,,,,,28,0,0,0,0
4000285,猎人学习中,,1,,,,,,,,110,100,14,0,,,,,,,,,,,,,,0,0,0,0
4000286,音乐带来和平,,,2,,,,,,,110,1,13,100,,1,,,,,1,1,2,150,,,28,0,0,0,0
4000287,音乐的快乐,,,,,,100,,,,110,100,11,50,,,,,,,,,,,,,167,0,0,0,0
4000288,音乐的快乐,,,,,,,100,,,110,100,12,50,,,,,,,,,,,,,167,0,0,0,0
4000289,音乐的力量,,,,,,,,4,1,110,100,13,100,,,,,,,1,1,,,,,96,0,0,0,0
4000290,黑泥,,1,4,,,250,,,,110,1,5,200,,,,,,,1,1,,,,,171,0,0,0,0
4000291,圣杯,,,,,,,,3,,110,100,13,10,,,,,,,1,1,,,,,120,0,0,0,0
4000292,飞星传恨,,,5,,100,,,,,110,5,5,100,,,,,,,1,1,,,,,62,0,0,0,0
4000293,金风玉露,,,,,,,,,,110,2,10,30,,,,,,,,,,,,,85,0,0,0,0
4000294,让10球,,,,,,,,,,110,10,6,-100,,1,,,,1,1,,,,,,1,0,0,0,0
4000295,浪漫法国,,,,,,,,,,110,1,6,2500,,,,,,,1,1,,,,,142,0,0,0,0
4000296,德国战车,,,,,,,,,,110,1,6,2600,,,,,,,1,1,,,,,46,0,0,0,0
4000297,预选之王,,,,,,,,,,110,1,6,2700,,,,,,,1,1,,,,,1,0,0,0,0
4000298,传奇7号,,,,,,,,,,110,1,6,2850,,,,,,,1,1,,,,,58,0,0,0,0
4000299,中场大师,,,,,,,,,,110,1,6,3000,,,,,,,1,1,,,,,62,0,0,0,0
4000300,浪漫法国,,,,,,,,,,110,1,6,3200,,,,,,,1,1,,,,,142,0,0,0,0
4000301,德国战车,,,,,,,,,,110,1,6,3400,,,,,,,1,1,,,,,46,0,0,0,0
4000302,预选之王,,,,,,,,,,110,1,6,3600,,,,,,,1,1,,,,,1,0,0,0,0
4000303,传奇7号,,,,,,,,,,110,1,6,3800,,,,,,,1,1,,,,,58,0,0,0,0
4000304,中场大师,,,,,,,,,,110,1,6,4000,,,,,,,1,1,,,,,62,0,0,0,0
4000305,爱牌,,,,,,,,,,110,10,5,210,,1,,,,1,1,,,,,,48,0,0,0,0
4000306,魔力填装,,,,,,,,,,110,10,5,220,,1,,,,1,1,,,,,,153,0,0,0,0
4000307,希望之箭,,,,,,,,,,110,10,5,230,,1,,,,1,1,,,,,,127,0,0,0,0
4000308,梦幻召唤,,,,,,,,,,110,10,5,240,,1,,,,1,1,,,,,,110,0,0,0,0
4000309,变身,,,,,,,,,,110,10,5,250,,1,,,,1,1,,,,,,165,0,0,0,0
4000310,爱牌,,,,,,,,,,110,10,5,280,,1,,,,1,1,,,,,,48,0,0,0,0
4000311,魔力填装,,,,,,,,,,110,10,5,310,,1,,,,1,1,,,,,,153,0,0,0,0
4000312,希望之箭,,,,,,,,,,110,10,5,340,,1,,,,1,1,,,,,,127,0,0,0,0
4000313,梦幻召唤,,,,,,,,,,110,10,5,370,,1,,,,1,1,,,,,,110,0,0,0,0
4000314,变身,,,,,,,,,,110,10,5,400,,1,,,,1,1,,,,,,165,0,0,0,0
4000315,魔力回复,,,,,,,,,,110,100,6,100,,,,,,,1,1,,,,,110,0,0,0,0
4000316,魑魅魍魉,,,,100,,,,,,110,1,5,200,,,,,,,1,1,,,,,1,0,0,0,0
4000317,百鬼夜行,,,,,,,,,,110,5,10,20,,,,,,,,,,,,,92,0,0,0,0
4000318,百鬼夜行,,,,,,,,,,110,10,10,30,,,,,,,,,,,,,85,0,0,0,0
4000319,黑夜降临,,5,,,,,,,,110,10,5,200,,,,,,,1,1,,,,,171,0,0,0,0
4000320,竞争,,10,,,,,,,,110,15,14,0,,,,,,,,,,,,,,0,0,0,0
4000321,生命在于运动,,,,,,,100,,,110,15,12,30,,,,,,,,,,,,,54,0,0,0,0
4000322,生命在于运动,,,,,,,,,,110,15,11,30,,,,,,,,,,,,,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,新增关卡技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000001,魔炮,,,,,,,,,,33,99,2,150,,,,,,,1,,,,,,162,0,0,0,0
5000002,2重魔炮,,,,,,,,,,33,99,2,180,,,,,,,1,,,,,,22,0,0,0,0
5000003,极限火花,,,,,,,,,,33,99,2,200,,,,,,,1,,,,,,5,0,0,0,0
5000004,徐福时空,,,,,,,,,,34,99,10,20,,,,,,,,,,,,,106,0,0,0,0
5000005,不死鸟之尾,,,,,,,,,,34,99,10,25,,,,,,,,,,,,,93,0,0,0,0
5000006,不死鸟重生,,,,,,,,,,34,99,10,30,,,,,,,,,,,,,85,0,0,0,0
5000007,亡我乡,,,,,,,,,,33,99,13,100,,,,,,,1,1,,,,,169,0,0,0,0
5000008,完全墨染的樱花,,,,,,,,,,33,99,13,110,,,,,,,1,1,,,,,96,0,0,0,0
5000009,反魂蝶,,,,,,,,,,33,99,13,120,,,,,,,1,1,,,,,95,0,0,0,0
5000010,死亡冲锋,,,,,,,,,,110,99,2,180,,,,,,,1,,,,,,22,0,0,0,0
5000011,紧急治疗,,,,,,,,,,110,99,10,25,,,,,,,,,,,,,93,0,0,0,0
5000012,精神打击,,,,,,,,,,110,99,13,105,,,,,,,1,1,,,,,96,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,新boss技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000001,魔物之拳,100%概率造成暴击，暴击时造成一定伤害且对方无法闪避。,,,,,,,,,110,99,2,8,,,,,,,1,,,,,,150,0,0,0,0
6000002,士兵之心,100%概率造成暴击，暴击时造成一定伤害且对方无法闪避。,,,,,,,,,110,99,2,4,,,,,,,1,,,,,,162,0,0,0,0
6000003,亡灵怒嚎,100%概率造成暴击，暴击时造成一定伤害且对方无法闪避。,,,,,,,,,110,99,2,2,,,,,,,1,,,,,,22,0,0,0,0
6000004,以太潮汐,100%概率造成暴击，暴击时造成一定伤害且对方无法闪避。,,,,,,,,,110,99,2,1,,,,,,,1,,,,,,5,0,0,0,0
6000005,大地之力,100%概率造成暴击，暴击时造成一定伤害且对方无法闪避。,,,,,,,,,110,99,2,2,,,,,,,1,,,,,,162,0,0,0,0
6000006,深渊降临,100%概率造成暴击，暴击时造成一定伤害且对方无法闪避。,,,,,,,,,110,99,2,2,,,,,,,1,,,,,,22,0,0,0,0
6000007,无尽噩梦,100%概率造成暴击，暴击时造成一定伤害且对方无法闪避。,,,,,,,,,110,99,2,3,,,,,,,1,,,,,,5,0,0,0,0
6000008,怒气,若上一回合被敌方击中并且当前回合数为2时，100%概率造成敌方当前战力33%的伤害。该攻击无法闪避。（该技能无法被封印）,1,3,,,,,3,,110,1,5,33,,,,,,,1,,,,,,48,0,0,0,0
6000009,怒火,若上一回合被敌方击中并且当前回合数为3或者4时，100%概率造成敌方当前战力66%的伤害。该攻击无法闪避。（该技能无法被封印）,2,5,,,,,3,,110,1,5,67,,,,,,,1,,,,,,48,0,0,0,0
6000010,死兆星闪烁,若上一回合被敌方击中并且当前回合数为5或者6时，你已经死了……（该技能无法被封印）,4,7,,,,,3,,110,1,5,100,,,,,,,1,1,,,,,48,0,0,0,0
6000011,愤怒,若上一回合被敌方击中并且当前回合数为7或者8时，100%概率造成敌方当前战力50%的伤害。该攻击无法闪避。（该技能无法被封印）,6,9,,,,,3,,110,1,5,50,,,,,,,1,,,,,,48,0,0,0,0
6000012,狂战,若上一回合被敌方击中并且当前回合数为9或者10时，100%概率造成敌方当前战力75%的伤害。该攻击无法闪避。（该技能无法被封印）,8,11,,,,,3,,110,1,5,75,,,,,,,1,,,,,,48,0,0,0,0
6000013,死兆星再闪烁,若上一回合被敌方击中并且当前回合数为11或者12时，你已经死了……（该技能无法被封印）,10,13,,,,,3,,110,1,5,100,,,,,,,1,1,,,,,48,0,0,0,0
6000014,疯狂,若上一回合被敌方击中并且当前回合数为13或者14时，100%概率造成敌方当前战力80%的伤害。该攻击无法闪避。（该技能无法被封印）,12,15,,,,,3,,110,1,5,80,,,,,,,1,,,,,,48,0,0,0,0
6000015,暴走,若上一回合被敌方击中并且当前回合数为15或者16时，100%概率造成敌方当前战力90%的伤害。该攻击无法闪避。（该技能无法被封印）,14,17,,,,,3,,110,1,5,90,,,,,,,1,,,,,,48,0,0,0,0
6000016,死兆星永闪烁,若上一回合被敌方击中并且当前回合数大于16时，你已经死了……（该技能无法被封印）,16,,,,,,3,,110,99,5,100,,,,,,,1,1,,,,,48,0,0,0,0
6000017,严肃,若上一回合未被敌方击中并且当前回合数为2时，100%概率造成敌方当前战力11%的伤害。（该技能无法被封印）,1,3,,,,,4,,110,1,5,11,,,,,,,,,,,,,48,0,0,0,0
6000018,优雅,若上一回合未被敌方击中并且当前回合数为3或者4时，100%概率造成敌方当前战力22%的伤害。（该技能无法被封印）,2,5,,,,,4,,110,1,5,22,,,,,,,,,,,,,48,0,0,0,0
6000019,威严,若上一回合未被敌方击中并且当前回合数为5或者6时，100%概率造成敌方当前战力33%的伤害。（该技能无法被封印）,4,7,,,,,4,,110,1,5,33,,,,,,,,,,,,,48,0,0,0,0
6000020,冷静,若上一回合未被敌方击中并且当前回合数为7或者8时，100%概率造成敌方当前战力44%的伤害。（该技能无法被封印）,6,9,,,,,4,,110,1,5,44,,,,,,,,,,,,,48,0,0,0,0
6000021,威武,若上一回合未被敌方击中并且当前回合数为9或者10时，100%概率造成敌方当前战力55%的伤害。（该技能无法被封印）,8,11,,,,,4,,110,1,5,55,,,,,,,,,,,,,48,0,0,0,0
6000022,霸气,若上一回合未被敌方击中并且当前回合数为11或者12时，100%概率造成敌方当前战力66%的伤害。（该技能无法被封印）,10,13,,,,,4,,110,1,5,66,,,,,,,,,,,,,48,0,0,0,0
6000023,意志,若上一回合未被敌方击中并且当前回合数为13或者14时，100%概率造成敌方当前战力77%的伤害。（该技能无法被封印）,12,15,,,,,4,,110,1,5,77,,,,,,,,,,,,,48,0,0,0,0
6000024,威压,若上一回合未被敌方击中并且当前回合数为15或者16时，100%概率造成敌方当前战力88%的伤害。（该技能无法被封印）,14,17,,,,,4,,110,1,5,88,,,,,,,,,,,,,48,0,0,0,0
6000025,死兆星久闪烁,若上一回合未被敌方击中并且当前回合数大于16时，你已经死了……（该技能无法被封印）,16,,,,,,4,,110,99,5,100,,,,,,,,,,,,,48,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000026,粉碎,回合数小于7的时候，20%概率造成敌方总战力10%的伤害，该攻击无视闪避。,,7,,,,,,,20,99,6,10,,,,,,,1,,,,,,48,0,0,0,0
6000027,高级粉碎,回合数大于6的时候，20%概率造成敌方当前战力100%的伤害，该攻击无视闪避。,6,,,,,,,,20,99,5,100,,,,,,,1,,,,,,48,0,0,0,0
6000028,活血术,回合数小于9的时候，20%概率给敌方提高战力，提高值是敌方20%总战力，该技能无法闪避。,,9,,,,,,,20,99,6,-20,,,,,,,1,,,,,,48,0,0,0,0
6000029,血祭斩杀,回合数大于8的时候，20%概率造成敌方当前战力100%的伤害，该攻击无视闪避。,8,,,,,,,,20,99,5,100,,,,,,,1,,,,,,48,0,0,0,0
6000030,先声夺人,回合数等于1的时候，100%概率造成敌方总战力70%的伤害，该伤害无视闪避，无法防御。,,2,,,,,,,100,99,6,70,,,,,,,1,1,,,,,48,0,0,0,0
6000031,微弱攻击,回合数大于1的时候，30%概率造成敌方总战力15%的伤害，该伤害无视防御，无法闪避。,1,,,,,,,,30,99,6,15,,,,,,,1,1,,,,,48,0,0,0,0
6000032,奋起斩杀,回合数大于9的时候，终于恢复了气力，对不起，你死了！,9,,,,,,,,100,99,6,1000,,,,,,,1,1,,,,,48,0,0,0,0
6000033,固定打击,回合数小于10的时候，20%概率造成敌方总战力15%的伤害，该伤害无视防御，无法闪避。,,10,,,,,,,20,99,6,15,,,,,,,1,1,,,,,48,0,0,0,0
6000034,额外打击,回合数大于9的时候，30%概率造成敌方当前战力25%的伤害，该伤害无视防御，无法闪避。,9,,,,,,,,30,99,5,25,,,,,,,1,1,,,,,48,0,0,0,0
6000035,忍无可忍之无需再忍,回合数大于16的时候，已经玩够了吧，对不起，你死了,16,,,,,,,,100,99,5,1000,,,,,,,1,1,,,,,48,0,0,0,0
6000036,欺软怕硬之霸王拳,回合数小于9的时候，33%概率造成敌方总战力30%的伤害，该伤害无法闪避。,,9,,,,,,,33,99,6,30,,,,,,,1,,,,,,48,0,0,0,0
6000037,难得的一次暴走,回合数大于8的时候，终于有了足够的勇气，去死吧！,8,,,,,,,,100,99,6,1000,,,,,,,1,1,,,,,48,0,0,0,0
6000038,罪无可恕,卑微的佣兵，你们打扰了我的沉眠！,,,,,,,,,120,99,5,100,,,,,,10,1,1,,,,,48,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,公会BOSS技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000001,封印暴击,20%概率发动，造成100%纯粹伤害，命中后封印所有暴击技能，持续2回合。,,,,,,,,,20,99,13,100,1,,,,,,1,1,2,1,,,48,0,0,0,0
7000002,封印纯粹,20%概率发动，造成100%纯粹伤害，命中后封印10%概率以上纯粹技能，持续2回合。,,,,,,,,,20,99,13,100,1,,,,,,1,1,13,1,10,,48,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,虚空大冒险技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110001,突牙斩,己方战力低于30%时，100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,30,,,,,100,1,2,150,,,,,,,1,,,,,,166,0,0,0,0
1110002,要害射击,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,150,0,0,0,0
1110003,低买高卖,不要小看商人的破坏力，100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,150,0,0,0,0
1110004,炎之爆裂,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,151,0,0,0,0
1110005,魔化腐蚀,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,158,0,0,0,0
1110006,屠狮之力,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,163,0,0,0,0
1110007,破魔之击,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,150,0,0,0,0
1110008,流星突,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,150,0,0,0,0
1110009,无光之击,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,4,0,0,0,0
1110010,恩赐圣剑,敌方战力低于40%时，100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,40,,,100,1,2,150,,,,,,,1,,,,,,32,0,0,0,0
1110011,以太爆破,怪物技能,5,,,,,,,,100,1,2,150,,,,,,,1,,,,,,171,0,0,0,0
1110012,大魔之刺,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,150,0,0,0,0
1110013,静脉切割,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,162,0,0,0,0
1110014,末日燃烧,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,22,0,0,0,0
1110015,落日之击,战斗回合高于12回时，100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避。,12,,,,,,,,100,1,2,300,,,,,,,1,,,,,,5,0,0,0,0
1110016,夺命追杀,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,186,0,0,0,0
1110017,虎威棒,100%概率造成暴击，暴击时造成160%的伤害且对方无法闪避。,,,,,,,,,100,1,2,160,,,,,,,1,,,,,,186,0,0,0,0
1110018,落日流星,100%概率造成暴击，暴击时造成190%的伤害且对方无法闪避。,,,,,,,,,100,1,2,190,,,,,,,1,,,,,,4,0,0,0,0
1110019,时代的怪兽（弃用）,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。防御等级提高5。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,162,0,0,0,0
1110020,凤仪掷戟,合体技,,,,,,,,,100,1,2,190,,,,,,,1,,,,,,150,0,0,0,0
1110021,万花雨扇·绝,合体技,,,,,,8,,,100,1,2,150,,,,,,,1,,,,,,128,0,0,0,0
1110022,命运铁王座,合体技,,,,,,,,,100,1,2,160,,,,,,,1,,,,,,165,0,0,0,0
1110023,命运的双刃正,合体技,,,,,,,,,100,1,2,1,,,,,,,1,,,,,,165,0,0,0,0
1110024,命运的双刃返,合体技,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,164,0,0,0,0
1110025,大乱舞（弃用）,合体技,,,,,,,,,100,1,2,160,,,,,,,1,,,,,,186,0,0,0,0
1110026,分裂激光,怪物技能,,,,,,,,,100,1,2,160,,,,,,,1,,,,,,150,0,0,0,0
1110027,核爆,怪物技能,10,,,,,,,,100,1,2,1000,,,,,,,1,,,,,,63,0,0,0,0
1110028,永恒虚无,怪物技能,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,180,0,0,0,0
1110029,英勇的隐藏者,100%概率造成暴击，暴击时造成185%的伤害且对方无法闪避。闪避等级提高5。,,,,,,,,,100,1,2,185,,,,,,,1,,,,,,133,0,0,0,0
1110030,箭幕齐射,100%概率造成暴击，暴击时造成400%的伤害且对方无法闪避。,,,,,,,,,100,1,2,400,,,,,,,1,,,,,,134,0,0,0,0
1110031,时间停止,100%概率造成暴击，暴击时造成195%的伤害且对方无法闪避。,,,,,,,,,100,1,2,195,,,,,,,1,,,,,,108,0,0,0,0
1110032,闪烁之光,100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,123,0,0,0,0
1110033,世界大战,合体技,10,,,,,,,,100,1,2,350,,,,,,,1,,,,,,76,0,0,0,0
1110034,真·世界大战,合体技,13,,,,,,,,100,1,2,550,,,,,,,1,,,,,,77,0,0,0,0
1110035,普通突击,怪物技能,,,,,,,,,100,1,3,900,,,,,,,,,,,,,142,0,0,0,0
1110036,大地逆流,怪物技能,,,,,,,,,100,1,2,2500,,,,,,,1,,,,,,143,0,0,0,0
1110037,时间突袭,怪物技能,,,,,,,,,100,1,2,330,,,,,,,1,,,,,,123,0,0,0,0
1110038,灭世之刃,怪物技能,,,,,,,,,100,1,2,300,,,,,,,1,,,,,,136,0,0,0,0
1110039,石中剑,100%概率造成暴击，暴击时造成220%的伤害且对方无法闪避。,,,,,,,,,100,1,2,220,,,,,,,1,,,,,,6,0,0,0,0
1110040,后颈肉猛击（弃用）,用力砍击敌人的后颈，造成巨大伤害。100%概率造成暴击，暴击时造成155%的伤害且对方无法闪避。,,,,,,,,,100,1,2,155,,,,,,,1,,,,,,186,0,0,0,0
1110041,紧箍咒,这个技能对敌人似乎没有什么效果……,,,,,,,,,100,1,2,100,,,,,,,1,,,,,,186,0,0,0,0
1110042,紫青剑气,100%概率造成暴击，暴击时造成240%的伤害且对方无法闪避。,,,,,,,,,100,1,2,240,,,,,,,1,,,,,,53,0,0,0,0
1110043,刀狩令（弃用）,敌方战力低于75%时，100%概率造成暴击，暴击时造成230%的伤害且对方无法闪避。此攻击击中敌人时，敌人的下一次攻击只会造成1点伤害。,,,,,,75,,,100,1,2,230,,1,,,,1,1,,,,,,96,0,0,0,0
1110044,电磁炮,100%概率造成暴击，暴击时造成444%的伤害且对方无法闪避。先攻等级提高12,,,,,,,,,100,1,2,444,,,,,,,1,,,,,,98,0,0,0,0
1110045,大神无双s,100%概率造成暴击，暴击时造成175%的伤害且对方无法闪避。,,,,,,,,,100,1,2,175,,,,,,,1,,,,,,153,0,0,0,0
1110046,龙破斩,当己方战力低于80%时，100%概率造成暴击，暴击时造成170%的伤害且对方无法闪避。你每拥有25先攻等级增加1王者等级，至多增加6。,,,,80,,,,,100,1,2,170,,,,,,,1,,,,,,123,0,0,0,0
1110047,爪牙之击,100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,158,0,0,0,0
1110048,灼热焚烧,怪物技能,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,192,0,0,0,0
1110049,风暴碎裂击,怪物技能,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,169,0,0,0,0
1110050,葵花三连,100%概率造成暴击，暴击时造成160%的伤害且对方无法闪避。若上回合击中敌人，则造成200%的伤害。,2,,,,,,2,,100,1,2,160,,,,,,,1,,,,,,135,0,0,0,0
1110051,葵花三连X,,2,,,,,,1,,100,1,2,200,,,,,,,1,,,,,,135,0,0,0,0
1110052,巨石轰爆,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,123,0,0,0,0
1110053,巨龙震动,怪物技能,2,,,,,,4,,100,1,2,170,,,,,,,1,,,,,,136,0,0,0,0
1110054,拂晓神剑,100%概率造成暴击，暴击时造成190%的伤害且对方无法闪避。先攻等级提高6。,,,,,,,,,100,1,2,190,,,,,,,1,,,,,,65,0,0,0,0
1110055,大神无双,100%概率造成暴击，暴击时造成160%的伤害且对方无法闪避。,,,,,,,,,100,1,2,160,,,,,,,1,,,,,,153,0,0,0,0
1110056,破胆怒啸,敌方战力低于65%时，100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,65,,,100,1,2,200,,,,,,,1,,,,,,153,0,0,0,0
1110057,冲破银河,100%概率造成暴击，暴击时造成220%的伤害且对方无法闪避。,,,,,,,,,100,1,2,220,,,,,,,1,,,,,,6,0,0,0,0
1110058,少年强则国强,100%概率造成暴击，暴击时造成155%的伤害且对方无法闪避。,,,,,,,,,100,1,2,155,,,,,,,1,,,,,,65,0,0,0,0
1110059,亩产一千八,战斗回合低于6回时，100%概率造成暴击，暴击时造成350%的伤害且对方无法闪避。,,6,,,,,,,100,1,2,350,,,,,,,1,,,,,,6,0,0,0,0
1110060,不流失不浪费,100%概率造成暴击，暴击时造成180%的伤害且对方无法闪避。,,,,,,,,,100,1,2,180,,,,,,,1,,,,,,136,0,0,0,0
1110061,金坷垃,100%概率造成暴击，暴击时造成210%的伤害且对方无法闪避。先攻等级提高3，王者等级提高1。,,,,,,,,,100,1,2,210,,,,,,,1,,,,,,6,0,0,0,0
1110062,三千世界,100%概率造成暴击，暴击时造成180%的伤害且对方无法闪避。先攻等级提高3。,,,,,,,,,100,1,2,180,,,,,,,1,,,,,,136,0,0,0,0
1110063,合法抢劫,100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避。先攻等级提高8。,,,,,,,,,100,1,2,300,,,,,,,1,,,,,,98,0,0,0,0
1110064,夺命尖刺,100%概率造成暴击，暴击时造成175%的伤害且对方无法闪避。,,,,,,,,,100,1,2,175,,,,,,,1,,,,,,192,0,0,0,0
1110065,火焰龙车,若上回合未击中敌人，100%概率造成暴击，暴击时造成300%的伤害且对方无法闪避。,2,,,,,,2,,100,1,2,300,,,,,,,1,,,,,,22,0,0,0,0
1110066,决斗,若上一回合未被敌方击中，100%概率造成暴击，暴击时造成400%的伤害且对方无法闪避。（该技能无法被封印）,2,,,,,,4,,110,1,2,400,,,,,,,1,,,,,,22,0,0,0,0
1110067,神武血刃斩,100%概率造成暴击，暴击时造成150%的伤害且对方无法闪避。,,,,,,,,,100,1,2,150,,,,,,,1,,,,,,123,0,0,0,0
1110068,虎手龙卷,100%概率造成暴击，暴击时造成230%的伤害且对方无法闪避。,,,,,,,,,100,1,2,230,,,,,,,1,,,,,,64,0,0,0,0
1110069,火稚,100%概率造成暴击，暴击时造成200%的伤害且对方无法闪避。,,,,,,,,,100,1,2,200,,,,,,,1,,,,,,22,0,0,0,0
1110070,无式,,,,,20,,,,,100,1,2,360,,,,,,,1,,,,,,22,0,0,0,0
1110071,炒菜,100%概率造成暴击，暴击时造成250%的伤害且对方无法闪避。,,,,,,,,,100,1,2,250,,,,,,,1,,,,,,136,0,0,0,0
