ID,怪物组名,怪物构成,战斗力,英雄技能,先攻等级,防御等级,闪避等级,王者等级,备注
9000297,魔铁杂兵lv297,20000002|20000002|20000002|20000002,19662000,1200035|1100014|1100014|1900007,20,280,250,,
9000298,魔铁杂兵lv298,20000002|20000002|20000002|20000002,19754000,1200035|1100014|1100014|1900007,20,280,250,,
9000299,魔铁杂兵lv299,20000002|20000002|20000002|20000002,19846000,1200035|1100014|1100014|1900007,20,280,250,,
9000300,魔铁杂兵lv300,20000002|20000002|20000002|20000002,19938000,1200035|1100014|1100014|1900007,20,280,250,10,
9000301,魔铁杂兵lv301,20000002|20000002|20000002|20000002,20030000,1200035|1100014|1100014|1900007,20,280,250,11,
9000302,魔铁杂兵lv302,20000002|20000002|20000002|20000002,20122000,1200035|1100014|1100014|1900007,20,280,250,11,
9000303,魔铁杂兵lv303,20000002|20000002|20000002|20000002,20214000,1200035|1100014|1100014|1900007,20,280,250,12,
9000304,魔铁杂兵lv304,20000002|20000002|20000002|20000002,20306000,1200035|1100014|1100014|1900007,20,280,250,12,
9000305,魔铁杂兵lv305,20000002|20000002|20000002|20000002,20398000,1200035|1100014|1100014|1900007,20,290,250,13,
9000306,魔铁杂兵lv306,20000002|20000002|20000002|20000002,20490000,1200035|1100014|1100014|1900007,20,290,250,13,
9000307,魔铁杂兵lv307,20000002|20000002|20000002|20000002,20582000,1200035|1100014|1100014|1900007,20,290,250,14,
9000308,魔铁杂兵lv308,20000002|20000002|20000002|20000002,20674000,1200035|1100014|1100014|1900007,20,290,260,14,
9000309,魔铁杂兵lv309,20000002|20000002|20000002|20000002,20766000,1200035|1100014|1100014|1900007,20,290,260,15,
9000310,魔铁杂兵lv310,20000002|20000002|20000002|20000002,20858000,1200035|1100014|1100014|1900007,20,290,260,15,
9000311,魔铁杂兵lv311,20000002|20000002|20000002|20000002,20950000,1200035|1100014|1100014|1900007,20,290,260,16,
9000312,魔铁杂兵lv312,20000002|20000002|20000002|20000002,21042000,1200035|1100014|1100014|1900007,20,290,260,16,
9000313,魔铁杂兵lv313,20000002|20000002|20000002|20000002,21134000,1200035|1100014|1100014|1900007,20,290,260,17,
9000314,魔铁杂兵lv314,20000002|20000002|20000002|20000002,21226000,1200035|1100014|1100014|1900007,20,290,260,17,
9000315,魔铁杂兵lv315,20000002|20000002|20000002|20000002,21318000,1200035|1100014|1100014|1900007,20,290,260,18,
9000316,魔铁杂兵lv316,20000002|20000002|20000002|20000002,21410000,1200035|1100014|1100014|1900007,20,300,260,18,
9000317,魔铁杂兵lv317,20000002|20000002|20000002|20000002,21502000,1200035|1100014|1100014|1900007,20,300,260,19,
9000318,魔铁杂兵lv318,20000002|20000002|20000002|20000002,21594000,1200035|1100014|1100014|1900007,20,300,260,19,
9000319,魔铁杂兵lv319,20000002|20000002|20000002|20000002,21686000,1200035|1100014|1100014|1900007,20,300,260,20,
9000320,魔铁杂兵lv320,20000002|20000002|20000002|20000002,21778000,1200035|1100014|1100014|1900007,20,300,260,20,
9000321,魔铁杂兵lv321,20000002|20000002|20000002|20000002,21870000,1200035|1100014|1100014|1900007,20,300,260,21,
9000322,魔铁杂兵lv322,20000002|20000002|20000002|20000002,21962000,1200035|1100014|1100014|1900007,20,300,260,21,
9000323,魔铁杂兵lv323,20000002|20000002|20000002|20000002,22054000,1200035|1100014|1100014|1900007,20,300,260,22,
9000324,魔铁杂兵lv324,20000002|20000002|20000002|20000002,22146000,1200035|1100014|1100014|1900007,20,300,260,22,
9000325,魔铁杂兵lv325,20000002|20000002|20000002|20000002,22238000,1200035|1100014|1100014|1900007,20,300,260,23,
9000326,魔铁杂兵lv326,20000002|20000002|20000002|20000002,22330000,1200035|1100014|1100014|1900007,20,300,260,23,
9000327,魔铁杂兵lv327,20000002|20000002|20000002|20000002,22422000,1200035|1100014|1100014|1900007,20,310,260,24,
9000328,魔铁杂兵lv328,20000002|20000002|20000002|20000002,22514000,1200035|1100014|1100014|1900007,20,310,260,24,
9000329,魔铁杂兵lv329,20000002|20000002|20000002|20000002,22606000,1200035|1100014|1100014|1900007,20,310,260,25,
9000330,魔铁杂兵lv330,20000002|20000002|20000002|20000002,22698000,1200035|1100014|1100014|1900007,20,310,260,25,
9000331,魔铁杂兵lv331,20000002|20000002|20000002|20000002,22790000,1200035|1100014|1100014|1900007,20,310,260,26,
9000332,魔铁杂兵lv332,20000002|20000002|20000002|20000002,22882000,1200035|1100014|1100014|1900007,20,310,260,26,
9000333,魔铁杂兵lv333,20000002|20000002|20000002|20000002,22974000,1200035|1100014|1100014|1900007,20,310,260,27,
9000334,魔铁杂兵lv334,20000002|20000002|20000002|20000002,23066000,1200035|1100014|1100014|1900007,20,310,260,27,
9000335,魔铁杂兵lv335,20000002|20000002|20000002|20000002,23158000,1200035|1100014|1100014|1900007,20,310,260,28,
9000336,魔铁杂兵lv336,20000002|20000002|20000002|20000002,23250000,1200035|1100014|1100014|1900007,20,310,260,28,
9000337,魔铁杂兵lv337,20000002|20000002|20000002|20000002,23342000,1200035|1100014|1100014|1900007,20,310,260,29,
9000338,魔铁杂兵lv338,20000002|20000002|20000002|20000002,23434000,1200035|1100014|1100014|1900007,20,310,260,29,
9000339,魔铁杂兵lv339,20000002|20000002|20000002|20000002,23526000,1200035|1100014|1100014|1900007,20,320,260,30,
9000340,魔铁杂兵lv340,20000002|20000002|20000002|20000002,23618000,1200035|1100014|1100014|1900007,20,320,260,30,
9000341,魔铁杂兵lv341,20000002|20000002|20000002|20000002,23710000,1200035|1100014|1100014|1900007,20,320,260,31,
9000342,魔铁杂兵lv342,20000002|20000002|20000002|20000002,23802000,1200035|1100014|1100014|1900007,20,320,260,31,
9000343,魔铁杂兵lv343,20000002|20000002|20000002|20000002,23894000,1200035|1100014|1100014|1900007,20,320,260,32,
9000344,魔铁杂兵lv344,20000002|20000002|20000002|20000002,23986000,1200035|1100014|1100014|1900007,20,320,260,32,
9000345,魔铁杂兵lv345,20000002|20000002|20000002|20000002,24078000,1200035|1100014|1100014|1900007,20,320,260,33,
9000346,魔铁杂兵lv346,20000002|20000002|20000002|20000002,24170000,1200035|1100014|1100014|1900007,20,320,260,33,
9000347,魔铁杂兵lv347,20000002|20000002|20000002|20000002,24262000,1200035|1100014|1100014|1900007,20,320,260,34,
9000348,魔铁杂兵lv348,20000002|20000002|20000002|20000002,24354000,1200035|1100014|1100014|1900007,20,320,260,34,
9000349,魔铁杂兵lv349,20000002|20000002|20000002|20000002,24446000,1200035|1100014|1100014|1900007,20,320,260,35,
9000350,魔铁杂兵lv350,20000002|20000002|20000002|20000002,24538000,1200035|1100014|1100014|1900007,20,330,260,35,
9000351,魔铁杂兵lv351,20000002|20000002|20000002|20000002,24630000,1900007|1200035|1100014|1100014|1200035,20,330,260,36,
9000352,魔铁杂兵lv352,20000002|20000002|20000002|20000002,24722000,1900007|1200035|1100014|1100014|1200035,20,330,260,36,
9000353,魔铁杂兵lv353,20000002|20000002|20000002|20000002,24814000,1900007|1200035|1100014|1100014|1200035,20,330,260,37,
9000354,魔铁杂兵lv354,20000002|20000002|20000002|20000002,24906000,1900007|1200035|1100014|1100014|1200035,20,330,260,37,
9000355,魔铁杂兵lv355,20000002|20000002|20000002|20000002,24998000,1900007|1200035|1100014|1100014|1200035,20,330,260,38,
9000356,魔铁杂兵lv356,20000002|20000002|20000002|20000002,25100000,1900007|1200035|1100014|1100014|1200035,20,330,260,38,
9000357,魔铁杂兵lv357,20000002|20000002|20000002|20000002,25202000,1900007|1200035|1100014|1100014|1200035,20,330,260,39,
9000358,魔铁杂兵lv358,20000002|20000002|20000002|20000002,25304000,1900007|1200035|1100014|1100014|1200035,20,330,260,39,
9000359,魔铁杂兵lv359,20000002|20000002|20000002|20000002,25406000,1900007|1200035|1100014|1100014|1200035,20,330,260,40,
9000360,魔铁杂兵lv360,20000002|20000002|20000002|20000002,25508000,1900007|1200035|1100014|1100014|1200035,20,330,260,40,
9000361,魔铁杂兵lv361,20000002|20000002|20000002|20000002,25610000,1900007|1200035|1100014|1100014|1200035,20,330,260,41,
9000362,魔铁杂兵lv362,20000002|20000002|20000002|20000002,25712000,1900007|1200035|1100014|1100014|1200035,20,340,260,41,
9000363,魔铁杂兵lv363,20000002|20000002|20000002|20000002,25814000,1900007|1200035|1100014|1100014|1200035,20,340,260,42,
9000364,魔铁杂兵lv364,20000002|20000002|20000002|20000002,25916000,1900007|1200035|1100014|1100014|1200035,20,340,260,42,
9000365,魔铁杂兵lv365,20000002|20000002|20000002|20000002,26018000,1900007|1200035|1100014|1100014|1200035,20,340,260,43,
9000366,魔铁杂兵lv366,20000002|20000002|20000002|20000002,26120000,1900007|1200035|1100014|1100014|1200035,20,340,260,43,
9000367,魔铁杂兵lv367,20000002|20000002|20000002|20000002,26222000,1900007|1200035|1100014|1100014|1200035,20,340,260,44,
9000368,魔铁杂兵lv368,20000002|20000002|20000002|20000002,26324000,1900007|1200035|1100014|1100014|1200035,20,340,260,44,
9000369,魔铁杂兵lv369,20000002|20000002|20000002|20000002,26426000,1900007|1200035|1100014|1100014|1200035,20,340,260,45,
9000370,魔铁杂兵lv370,20000002|20000002|20000002|20000002,26528000,1900007|1200035|1100014|1100014|1200035,20,340,260,45,
9000371,魔铁杂兵lv371,20000002|20000002|20000002|20000002,26630000,1900007|1200035|1100014|1100014|1200035,20,340,260,46,
9000372,魔铁杂兵lv372,20000002|20000002|20000002|20000002,26732000,1900007|1200035|1100014|1100014|1200035,20,340,260,46,
9000373,魔铁杂兵lv373,20000002|20000002|20000002|20000002,26834000,1900007|1200035|1100014|1100014|1200035,20,350,260,47,
9000374,魔铁杂兵lv374,20000002|20000002|20000002|20000002,26936000,1900007|1200035|1100014|1100014|1200035,20,350,260,47,
9000375,魔铁杂兵lv375,20000002|20000002|20000002|20000002,27038000,1900007|1200035|1100014|1100014|1200035,20,350,260,48,
9000376,魔铁杂兵lv376,20000002|20000002|20000002|20000002,27140000,1900007|1200035|1100014|1100014|1200035,20,350,260,48,
9000377,魔铁杂兵lv377,20000002|20000002|20000002|20000002,27242000,1900007|1200035|1100014|1100014|1200035,20,350,260,49,
9000378,魔铁杂兵lv378,20000002|20000002|20000002|20000002,27344000,1900007|1200035|1100014|1100014|1200035,20,350,260,49,
9000379,魔铁杂兵lv379,20000002|20000002|20000002|20000002,27446000,1900007|1200035|1100014|1100014|1200035,20,350,260,50,
9000380,魔铁杂兵lv380,20000002|20000002|20000002|20000002,27548000,1900007|1200035|1100014|1100014|1200035,20,350,260,50,
9000381,魔铁杂兵lv381,20000002|20000002|20000002|20000002,27650000,1900007|1200035|1100014|1100014|1200035,20,350,260,50,
9000382,魔铁杂兵lv382,20000002|20000002|20000002|20000002,27752000,1900007|1200035|1100014|1100014|1200035,20,350,260,50,
9000383,魔铁杂兵lv383,20000002|20000002|20000002|20000002,27854000,1900007|1200035|1100014|1100014|1200035,20,350,260,50,
9000384,魔铁杂兵lv384,20000002|20000002|20000002|20000002,27956000,1900007|1200035|1100014|1100014|1200035,20,360,260,50,
9000385,魔铁杂兵lv385,20000002|20000002|20000002|20000002,28358000,1900007|1200035|1100014|1100014|1200035,20,360,260,50,
9000386,魔铁杂兵lv386,20000002|20000002|20000002|20000002,28760000,1900007|1200035|1100014|1100014|1200035,20,360,260,50,
9000387,魔铁杂兵lv387,20000002|20000002|20000002|20000002,29162000,1900007|1200035|1100014|1100014|1200035,30,360,260,50,
9000388,魔铁杂兵lv388,20000002|20000002|20000002|20000002,29564000,1900007|1200035|1100014|1100014|1200035,30,360,260,50,
9000389,魔铁杂兵lv389,20000002|20000002|20000002|20000002,29966000,1900007|1200035|1100014|1100014|1200035,30,360,260,50,
9000390,魔铁杂兵lv390,20000002|20000002|20000002|20000002,30368000,1900007|1200035|1100014|1100014|1200035,30,360,260,50,
9000391,魔铁杂兵lv391,20000002|20000002|20000002|20000002,30770000,1900007|1200035|1100014|1100014|1200035,30,360,260,50,
9000392,魔铁杂兵lv392,20000002|20000002|20000002|20000002,31172000,1900007|1200035|1100014|1100014|1200035,30,360,260,50,
9000393,魔铁杂兵lv393,20000002|20000002|20000002|20000002,31574000,1900007|1200035|1100014|1100014|1200035,30,360,260,50,
9000394,魔铁杂兵lv394,20000002|20000002|20000002|20000002,31976000,1900007|1200035|1100014|1100014|1200035,30,360,300,50,
9000395,魔铁杂兵lv395,20000002|20000002|20000002|20000002,32378000,1900007|1200035|1100014|1100014|1200035,30,360,300,50,
9000396,魔铁杂兵lv396,20000002|20000002|20000002|20000002,32780000,1900007|1200035|1100014|1100014|1200035,30,370,300,50,
9000397,魔铁杂兵lv397,20000002|20000002|20000002|20000002,33182000,1900007|1200035|1100014|1100014|1200035,30,370,300,60,
9000398,魔铁杂兵lv398,20000002|20000002|20000002|20000002,33584000,1900007|1200035|1100014|1100014|1200035,30,370,300,60,
9000399,魔铁杂兵lv399,20000002|20000002|20000002|20000002,33986000,1900007|1200035|1100014|1100014|1200035,30,370,300,60,
9000400,魔铁杂兵lv400,20000002|20000002|20000002|20000002,34388000,1900007|1200035|1100014|1100014|1200035,30,370,300,60,
9000401,魔铁杂兵lv401,20000002|20000002|20000002|20000002|20000002,34986000,1900007|1200035|1100014|1100014|1100014|1200035,40,370,305,60,
9000402,魔铁杂兵lv402,20000002|20000002|20000002|20000002|20000002,35486000,1900007|1200035|1100014|1100014|1100014|1200035,40,370,305,60,
9000403,魔铁杂兵lv403,20000002|20000002|20000002|20000002|20000002,35986000,1900007|1200035|1100014|1100014|1100014|1200035,40,370,305,60,
9000404,魔铁杂兵lv404,20000002|20000002|20000002|20000002|20000002,36486000,1900007|1200035|1100014|1100014|1100014|1200035,40,370,305,60,
9000405,魔铁杂兵lv405,20000002|20000002|20000002|20000002|20000002,36986000,1900007|1200035|1100014|1100014|1100014|1200035,40,370,305,60,
9000406,魔铁杂兵lv406,20000002|20000002|20000002|20000002|20000002,37486000,1900007|1200035|1100014|1100014|1100014|1200035,40,370,305,60,
9000407,魔铁杂兵lv407,20000002|20000002|20000002|20000002|20000002,37986000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000408,魔铁杂兵lv408,20000002|20000002|20000002|20000002|20000002,38486000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000409,魔铁杂兵lv409,20000002|20000002|20000002|20000002|20000002,38986000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000410,魔铁杂兵lv410,20000002|20000002|20000002|20000002|20000002,39486000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000411,魔铁杂兵lv411,20000002|20000002|20000002|20000002|20000002,40080000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000412,魔铁杂兵lv412,20000002|20000002|20000002|20000002|20000002,40674000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000413,魔铁杂兵lv413,20000002|20000002|20000002|20000002|20000002,41268000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000414,魔铁杂兵lv414,20000002|20000002|20000002|20000002|20000002,41862000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000415,魔铁杂兵lv415,20000002|20000002|20000002|20000002|20000002,42456000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000416,魔铁杂兵lv416,20000002|20000002|20000002|20000002|20000002,43050000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000417,魔铁杂兵lv417,20000002|20000002|20000002|20000002|20000002,50000000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000418,魔铁杂兵lv418,20000002|20000002|20000002|20000002|20000002,50520000,1900007|1200035|1100014|1100014|1100014|1200035,40,380,305,60,
9000419,魔铁杂兵lv419,20000002|20000002|20000002|20000002|20000002,51040000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000420,魔铁杂兵lv420,20000002|20000002|20000002|20000002|20000002,51560000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000421,魔铁杂兵lv421,20000002|20000002|20000002|20000002|20000002,52080000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000422,魔铁杂兵lv422,20000002|20000002|20000002|20000002|20000002,52600000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000423,魔铁杂兵lv423,20000002|20000002|20000002|20000002|20000002,53120000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000424,魔铁杂兵lv424,20000002|20000002|20000002|20000002|20000002,53640000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000425,魔铁杂兵lv425,20000002|20000002|20000002|20000002|20000002,54160000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000426,魔铁杂兵lv426,20000002|20000002|20000002|20000002|20000002,54680000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000427,魔铁杂兵lv427,20000002|20000002|20000002|20000002|20000002,55200000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000428,魔铁杂兵lv428,20000002|20000002|20000002|20000002|20000002,55720000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000429,魔铁杂兵lv429,20000002|20000002|20000002|20000002|20000002,56240000,1900007|1200035|1100014|1100014|1100014|1200035,40,390,305,60,
9000430,魔铁杂兵lv430,20000002|20000002|20000002|20000002|20000002,56760000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000431,魔铁杂兵lv431,20000002|20000002|20000002|20000002|20000002,57280000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000432,魔铁杂兵lv432,20000002|20000002|20000002|20000002|20000002,57800000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000433,魔铁杂兵lv433,20000002|20000002|20000002|20000002|20000002,58320000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000434,魔铁杂兵lv434,20000002|20000002|20000002|20000002|20000002,58840000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000435,魔铁杂兵lv435,20000002|20000002|20000002|20000002|20000002,59360000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000436,魔铁杂兵lv436,20000002|20000002|20000002|20000002|20000002,59880000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000437,魔铁杂兵lv437,20000002|20000002|20000002|20000002|20000002,60400000,1900007|1200035|1100014|1100014|1100014|1200035,40,400,305,60,
9000438,魔铁杂兵lv438,20000002|20000002|20000002|20000002|20000002,60920000,1900007|1200035|1100014|1100014|1100014|1200035,50,400,305,60,
9000439,魔铁杂兵lv439,20000002|20000002|20000002|20000002|20000002,61440000,1900007|1200035|1100014|1100014|1100014|1200035,50,400,305,60,
9000440,魔铁杂兵lv440,20000002|20000002|20000002|20000002|20000002,61960000,1900007|1200035|1100014|1100014|1100014|1200035,50,400,305,60,
9000441,魔铁杂兵lv441,20000002|20000002|20000002|20000002|20000002,62480000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,305,60,
9000442,魔铁杂兵lv442,20000002|20000002|20000002|20000002|20000002,63000000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,305,60,
9000443,魔铁杂兵lv443,20000002|20000002|20000002|20000002|20000002,63520000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,305,60,
9000444,魔铁杂兵lv444,20000002|20000002|20000002|20000002|20000002,64040000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,305,60,
9000445,魔铁杂兵lv445,20000002|20000002|20000002|20000002|20000002,64560000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,305,60,
9000446,魔铁杂兵lv446,20000002|20000002|20000002|20000002|20000002,65080000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,320,60,
9000447,魔铁杂兵lv447,20000002|20000002|20000002|20000002|20000002,65600000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,320,60,
9000448,魔铁杂兵lv448,20000002|20000002|20000002|20000002|20000002,66120000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,320,60,
9000449,魔铁杂兵lv449,20000002|20000002|20000002|20000002|20000002,66640000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,320,60,
9000450,魔铁杂兵lv450,20000002|20000002|20000002|20000002|20000002,67160000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,320,60,
9000451,魔铁杂兵lv451,20000002|20000002|20000002|20000002|20000002,67680000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,320,60,
9000452,魔铁杂兵lv452,20000002|20000002|20000002|20000002|20000002,68200000,1900007|1200035|1100014|1100014|1100014|1200035,50,410,320,60,
9000453,魔铁杂兵lv453,20000002|20000002|20000002|20000002|20000002,68720000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000454,魔铁杂兵lv454,20000002|20000002|20000002|20000002|20000002,69240000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000455,魔铁杂兵lv455,20000002|20000002|20000002|20000002|20000002,69760000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000456,魔铁杂兵lv456,20000002|20000002|20000002|20000002|20000002,70280000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000457,魔铁杂兵lv457,20000002|20000002|20000002|20000002|20000002,70800000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000458,魔铁杂兵lv458,20000002|20000002|20000002|20000002|20000002,71320000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000459,魔铁杂兵lv459,20000002|20000002|20000002|20000002|20000002,71840000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000460,魔铁杂兵lv460,20000002|20000002|20000002|20000002|20000002,72360000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000461,魔铁杂兵lv461,20000002|20000002|20000002|20000002|20000002,72880000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000462,魔铁杂兵lv462,20000002|20000002|20000002|20000002|20000002,73400000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000463,魔铁杂兵lv463,20000002|20000002|20000002|20000002|20000002,73920000,1900007|1200035|1100014|1100014|1100014|1200035,50,420,320,60,
9000464,魔铁杂兵lv464,20000002|20000002|20000002|20000002|20000002,74440000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000465,魔铁杂兵lv465,20000002|20000002|20000002|20000002|20000002,74960000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000466,魔铁杂兵lv466,20000002|20000002|20000002|20000002|20000002,75480000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000467,魔铁杂兵lv467,20000002|20000002|20000002|20000002|20000002,76000000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000468,魔铁杂兵lv468,20000002|20000002|20000002|20000002|20000002,76520000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000469,魔铁杂兵lv469,20000002|20000002|20000002|20000002|20000002,77040000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000470,魔铁杂兵lv470,20000002|20000002|20000002|20000002|20000002,77560000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000471,魔铁杂兵lv471,20000002|20000002|20000002|20000002|20000002,78080000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000472,魔铁杂兵lv472,20000002|20000002|20000002|20000002|20000002,78600000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000473,魔铁杂兵lv473,20000002|20000002|20000002|20000002|20000002,79120000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000474,魔铁杂兵lv474,20000002|20000002|20000002|20000002|20000002,79640000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000475,魔铁杂兵lv475,20000002|20000002|20000002|20000002|20000002,80160000,1900007|1200035|1100014|1100014|1100014|1200035,50,430,320,60,
9000476,魔铁杂兵lv476,20000002|20000002|20000002|20000002|20000002,80680000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000477,魔铁杂兵lv477,20000002|20000002|20000002|20000002|20000002,81200000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000478,魔铁杂兵lv478,20000002|20000002|20000002|20000002|20000002,81720000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000479,魔铁杂兵lv479,20000002|20000002|20000002|20000002|20000002,82240000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000480,魔铁杂兵lv480,20000002|20000002|20000002|20000002|20000002,82760000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000481,魔铁杂兵lv481,20000002|20000002|20000002|20000002|20000002,83280000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000482,魔铁杂兵lv482,20000002|20000002|20000002|20000002|20000002,83800000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000483,魔铁杂兵lv483,20000002|20000002|20000002|20000002|20000002,84320000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000484,魔铁杂兵lv484,20000002|20000002|20000002|20000002|20000002,84840000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,320,75,
9000485,魔铁杂兵lv485,20000002|20000002|20000002|20000002|20000002,85360000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,340,75,
9000486,魔铁杂兵lv486,20000002|20000002|20000002|20000002|20000002,85880000,1900007|1200035|1100014|1100014|1100014|1200035,50,440,340,75,
9000487,魔铁杂兵lv487,20000002|20000002|20000002|20000002|20000002,86400000,1900007|1200035|1100014|1100014|1100014|1200035,50,450,340,75,
9000488,魔铁杂兵lv488,20000002|20000002|20000002|20000002|20000002,86920000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000489,魔铁杂兵lv489,20000002|20000002|20000002|20000002|20000002,87440000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000490,魔铁杂兵lv490,20000002|20000002|20000002|20000002|20000002,87960000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000491,魔铁杂兵lv491,20000002|20000002|20000002|20000002|20000002,88480000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000492,魔铁杂兵lv492,20000002|20000002|20000002|20000002|20000002,89000000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000493,魔铁杂兵lv493,20000002|20000002|20000002|20000002|20000002,89520000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000494,魔铁杂兵lv494,20000002|20000002|20000002|20000002|20000002,90040000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000495,魔铁杂兵lv495,20000002|20000002|20000002|20000002|20000002,90560000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000496,魔铁杂兵lv496,20000002|20000002|20000002|20000002|20000002,91080000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000497,魔铁杂兵lv497,20000002|20000002|20000002|20000002|20000002,91600000,1900007|1200035|1100014|1100014|1100014|1200035,70,450,340,75,
9000498,魔铁杂兵lv498,20000002|20000002|20000002|20000002|20000002,92120000,1900007|1200035|1100014|1100014|1100014|1200035,70,460,340,75,
9000499,魔铁杂兵lv499,20000002|20000002|20000002|20000002|20000002,92640000,1900007|1200035|1100014|1100014|1100014|1200035,70,460,340,75,
9000500,魔铁杂兵lv500,20000002|20000002|20000002|20000002|20000002,93160000,1900007|1200035|1100014|1100014|1100014|1200035,70,460,340,75,
9100001,赤之王,24000001,2500000,1200059|1100026,20,120,100,,
9100002,碧之王,24000002,3000000,1100027|1700013,20,250,0,,
9100003,光之王,24000003,4200000,1900007|2200016,30,199,90,,
