ID,事件名,事件描述,事件等级,Mercenary ID,任务类型（1，战斗任务 2，道具任务 3，资源任务 4，纯事件）,怪物组ID,战斗怪物组,需求道具,货币类型,需求数量,失败冷却（单位秒）,奖励组,掉落次数
1000830,战斗事件,#1#你这个泡妞王！#2#阿弥陀佛，怎么可以污蔑我呢#1#每次你碰到长得好的就叫女菩萨，长的不好的就叫施主。,,19000047,1,1000830,,,1,1477,2,100083000,1
1000831,战斗事件,#2#喵喵之爪，虚弱！#1#你这个凶残的喵星人，看我吸血！#2#喵我还给你留了余地呢，如果你能防御的话就可以接触封印了！,,12000002,1,1000831,,,1,1592,2,100083100,1
1000832,战斗事件,#2#天狗之力，虚弱！汪！#1#你也是个凶残的汪星人，继续吸！#2#我凶残我自豪汪！,,12000001,1,1000832,,,1,1592,2,100083200,1
1000833,战斗事件,#2#有人说我长得丑，可我会温柔的送你走#1#你要怎么送我走？#2#虚弱你，慢慢折磨你#1#可是我可以吸血哎,,19000003,1,1000833,,,1,1592,2,100083300,1
1000834,战斗事件,#2#我的美，你无法直视……#1#看到兔女郎我就无力了#2#讨厌！你吸我血干嘛！,,11000018,1,1000834,,,1,1592,2,100083400,1
1000835,战斗事件,#2#我先卸掉你的武器玩弄你，待我玩够了，我保证不打死你#1#我挡！我防！我吸血！,,19000047,1,1000835,,,1,1592,2,100083500,1
1000836,战斗事件,#2#喵喵之爪，虚弱！#1#你这个凶残的喵星人，看我吸血！#2#喵我还给你留了余地呢，如果你能防御的话就可以接触封印了！,,12000002,1,1000836,,,1,1716,2,100083600,1
1000837,战斗事件,#2#天狗之力，虚弱！汪！#1#你也是个凶残的汪星人，继续吸！#2#我凶残我自豪汪！,,12000001,1,1000837,,,1,1716,2,100083700,1
1000838,战斗事件,#2#有人说我长得丑，可我会温柔的送你走#1#你要怎么送我走？#2#虚弱你，慢慢折磨你#1#可是我可以吸血哎,,19000003,1,1000838,,,1,1716,2,100083800,1
1000839,战斗事件,#2#我的美，你无法直视……#1#看到兔女郎我就无力了#2#讨厌！你吸我血干嘛！,,11000018,1,1000839,,,1,1716,2,100083900,1
1000840,战斗事件,#2#我先卸掉你的武器玩弄你，待我玩够了，我保证不打死你#1#我挡！我防！我吸血！,,19000047,1,1000840,,,1,1716,2,100084000,1
1000841,战斗事件,#1#你的镰刀好帅气哟#2#怎么样，羡慕吧，就是不给你,,13000009,1,1000841,,,1,1499,2,100084100,1
1000842,战斗事件,#2#宫本怎么还没到……#1#哥们儿，麻烦让一下，你挡着我的手机信号了……,,17000002,1,1000842,,,1,1499,2,100084200,1
1000843,战斗事件,#1#女人之美，在于蠢的无怨无悔#2#男人之美，在于说谎说的白日见鬼,,18000034,1,1000843,,,1,1499,2,100084300,1
1000844,战斗事件,#1#为什么贫乳妹子一般都是吃货？#2#因为穷胸饿极！,,19000038,1,1000844,,,1,1499,2,100084400,1
1000845,战斗事件,#1#请问作为一个机器人你的最大感触是什么？#2#脑袋空不要紧，关键不要进水。,,19000024,1,1000845,,,1,1499,2,100084500,1
1000846,战斗事件,#1#你的镰刀好帅气哟#2#对，专门用来来必杀你的。#1#(゜д゜)#2#如果你的血量有一丁点儿少，回合数低于一定程度……,,13000009,1,1000846,,,1,1619,2,100084600,1
1000847,战斗事件,#1#请让我见识一下你的燕返#2#一定回合内我就会让你见识到这一击必杀的秘技，你最好保持好你的血量…,,17000002,1,1000847,,,1,1619,2,100084700,1
1000848,战斗事件,#2#其实我是文案狗派来的一名间谍#1#啊？他想干嘛#2#你有好好看过文案吗？#1#嘛…算有？#2#那你为啥不知道我的技能是低于一定血量和回合数出必杀！,,18000034,1,1000848,,,1,1619,2,100084800,1
1000849,战斗事件,#2#要不要和我合为一体？#1#想要…但是你是不是要先杀了我？#2#没关系我会在很短的回合内就让你死的很痛快…,,19000038,1,1000849,,,1,1619,2,100084900,1
1000850,战斗事件,#1#区区一些机器人，根本不成气候#2#变形金刚也是机器人，你觉得他们不厉害吗？#1#把血量装满满的，什么招都不怕,,19000024,1,1000850,,,1,1619,2,100085000,1
1000851,战斗事件,#1#你的镰刀好帅气哟#2#对，专门用来来必杀你的。#1#(゜д゜)#2#如果你的血量有一丁点儿少，回合数低于一定程度……,,13000009,1,1000851,,,1,1749,2,100085100,1
1000852,战斗事件,#1#请让我见识一下你的燕返#2#一定回合内我就会让你见识到这一击必杀的秘技，你最好保持好你的血量…,,17000002,1,1000852,,,1,1749,2,100085200,1
1000853,战斗事件,#2#其实我是文案狗派来的一名间谍#1#啊？他想干嘛#2#你有好好看过文案吗？#1#嘛…算有？#2#那你为啥不知道我的技能是低于一定血量和回合数出必杀！,,18000034,1,1000853,,,1,1749,2,100085300,1
1000854,战斗事件,#2#要不要和我合为一体？#1#想要…但是你是不是要先杀了我？#2#没关系我会在很短的回合内就让你死的很痛快…,,19000038,1,1000854,,,1,1749,2,100085400,1
1000855,战斗事件,#1#区区一些机器人，根本不成气候#2#变形金刚也是机器人，你觉得他们不厉害吗？#1#把血量装满满的，什么招都不怕,,19000024,1,1000855,,,1,1749,2,100085500,1
1000856,战斗事件,#1#大爷，一共270块钱#2#给#1#您有50吗？#2#我儿子都四十啦！,,11000012,1,1000856,,,1,1500,2,100085600,1
1000857,战斗事件,#2#少爷，天气这么热，你躺着，我拿蒲扇给你扇扇风，热了你就翻个身~#1#我看你怎么像在烤羊肉串？,,11000014,1,1000857,,,1,1500,2,100085700,1
1000858,战斗事件,#2#哎，两位少爷一直赖在草坪上怎么都劝不走。#1#喇叭给我…“哎呀！快看，草坪上的两个男生，他们在干什么呢？”,,11000020,1,1000858,,,1,1500,2,100085800,1
1000859,战斗事件,#1#什么时候你感觉最孤独？#2#QQ邮箱给我发邮件说，祝你生日快乐,,18000005,1,1000859,,,1,1500,2,100085900,1
1000860,战斗事件,#2#现在的什么暴力游戏并不会让本王想杀人，那些益智游戏才会。,,19000001,1,1000860,,,1,1500,2,100086000,1
1000861,战斗事件,#2#麻将破万盘.下手如有神#1#阁下一大把年纪了还如此热衷麻将是否有些不妥啊？#2#无礼！敢嘲笑我老！如果我这把老骨头在5回合内受到一丁点伤，你就完蛋了！,,11000012,1,1000861,,,1,1620,2,100086100,1
1000862,战斗事件,#1#卧槽，是女仆哎#2#住手！刚见面就这样热情好吗？至少也等5回合之后吧#1#……那也没必要直接秒了我吧,,11000014,1,1000862,,,1,1620,2,100086200,1
1000863,战斗事件,#1#卧槽，是皇家女仆哎#2#放肆！一点规矩都没有！罚跪你5回合#1#……皇宫里的人规矩就是多,,11000020,1,1000863,,,1,1620,2,100086300,1
1000864,战斗事件,#1#呔，看我［哔哔］是否雄壮？#2#我不过打你一下，你就秒了我！熊虎之湿也！#1#呔，看我［哔哔］是否威猛？,,18000005,1,1000864,,,1,1620,2,100086400,1
1000865,战斗事件,#1#亚瑟王！你可知道你对格尼维尔的爱，对梅林造成了成吨的伤害！#2#吾只是脆弱，若是受一点伤，就……,,19000001,1,1000865,,,1,1620,2,100086500,1
1000866,战斗事件,#2#麻将破万盘.下手如有神#1#阁下一大把年纪了还如此热衷麻将是否有些不妥啊？#2#无礼！敢嘲笑我老！如果我这把老骨头在5回合内受到一丁点伤，你就完蛋了！,,11000012,1,1000866,,,1,1750,2,100086600,1
1000867,战斗事件,#1#卧槽，是女仆哎#2#住手！刚见面就这样热情好吗？至少也等5回合之后吧#1#……那也没必要直接秒了我吧,,11000014,1,1000867,,,1,1750,2,100086700,1
1000868,战斗事件,#1#卧槽，是皇家女仆哎#2#放肆！一点规矩都没有！罚跪你5回合#1#……皇宫里的人规矩就是多,,11000020,1,1000868,,,1,1750,2,100086800,1
1000869,战斗事件,#1#呔，看我［哔哔］是否雄壮？#2#我不过打你一下，你就秒了我！熊虎之湿也！#1#呔，看我［哔哔］是否威猛？,,18000005,1,1000869,,,1,1750,2,100086900,1
1000870,战斗事件,#1#亚瑟王！你可知道你对格尼维尔的爱，对梅林造成了成吨的伤害！#2#吾只是脆弱，若是受一点伤，就……,,19000001,1,1000870,,,1,1750,2,100087000,1
1000871,战斗事件,#2#为什么只有处女座，没有处男座？#1#怎么没有，只不过后来人家改名叫射手座。,,17000028,1,1000871,,,1,1505,2,100087100,1
1000872,战斗事件,#2#给你一分钟，你可以打给任何一个人，除了父母，让它来接你，不许说多余的话，如果他同意来，我就放了你。不愿意来，我就杀了你。#1#……您好，我要一个全家桶。,,17000016,1,1000872,,,1,1505,2,100087200,1
1000873,战斗事件,#1#我终于明白为什么这年头大家挤破脑袋也要往公务员大军里钻。#2#说来听听#1#作为一名公职人员的日常就是——频频出入各种夜店，调戏年轻漂亮的女招待。,,16000013,1,1000873,,,1,1505,2,100087300,1
1000874,战斗事件,#1#我有一个办法可以解决精神压力#2#什么办法#1#自从得了神经病以后，整个人都轻松多了。,,19000057,1,1000874,,,1,1505,2,100087400,1
1000875,战斗事件,#1#上学时学过的最伤感的一句话是什么？#2#天长地久有时尽，此恨绵绵无绝期。#1#错，是背诵全文。,,19000059,1,1000875,,,1,1505,2,100087500,1
1000876,战斗事件,#2#哔哔，进入判断逻辑#1#啊嘞，什么逻辑？#2#如果你血超过初始血量了，就必杀~#1#哇，那我不敢回血了,,17000028,1,1000876,,,1,1625,2,100087600,1
1000877,战斗事件,#2#给你一分钟，你可以打给任何一个人，除了父母，让它来接你，不许说多余的话，如果他同意来，我就放了你。不愿意来，如果你血量高了，我就一招必杀灭了你。#1#……您好，我要一个全家桶。,,17000016,1,1000877,,,1,1625,2,100087700,1
1000878,战斗事件,#1#我终于明白为什么这年头大家挤破脑袋也要往公务员大军里钻。#2#说来听听#1#作为一名公职人员——看别人血多过原本上限了就直接必杀，真是狡猾。,,16000013,1,1000878,,,1,1625,2,100087800,1
1000879,战斗事件,#2#不到万不得已，我不想置人于死地……#1#那什么是万不得已？#2#对手血越来越多控制不住的时候,,19000057,1,1000879,,,1,1625,2,100087900,1
1000880,战斗事件,#2#相信高伤害你已经不怕了#1#是#2#如果还不止呢，如果你血量高了就会被秒杀，你打算怎么办？,,19000059,1,1000880,,,1,1625,2,100088000,1
1000881,战斗事件,#2#哔哔，进入判断逻辑#1#啊嘞，什么逻辑？#2#如果你血超过初始血量了，就必杀~#1#哇，那我不敢回血了,,17000028,1,1000881,,,1,1755,2,100088100,1
1000882,战斗事件,#2#给你一分钟，你可以打给任何一个人，除了父母，让它来接你，不许说多余的话，如果他同意来，我就放了你。不愿意来，如果你血量高了，我就一招必杀灭了你。#1#……您好，我要一个全家桶。,,17000016,1,1000882,,,1,1755,2,100088200,1
1000883,战斗事件,#1#我终于明白为什么这年头大家挤破脑袋也要往公务员大军里钻。#2#说来听听#1#作为一名公职人员——看别人血多了，真是狡猾。,,16000013,1,1000883,,,1,1755,2,100088300,1
1000884,战斗事件,#2#不到万不得已，我不想置人于死地……#1#那什么是万不得已？#2#对手血越来越多控制不住的时候,,19000057,1,1000884,,,1,1755,2,100088400,1
1000885,战斗事件,#2#相信高伤害你已经不怕了#1#是#2#如果还不止呢，如果你血量高了就会被秒杀，你打算怎么办？,,19000059,1,1000885,,,1,1755,2,100088500,1
1000886,战斗事件,#2#听说你们公司的程序猿都不叫程序员#1#是的，我们叫他们爱码士。,,17000015,1,1000886,,,1,1510,2,100088600,1
1000887,战斗事件,"#1#你看起来似乎没睡好。#2#是的，昨天普莉西拉打电话给我了。#1#你们说了什么？#2#她说，“伊斯力…其实,我……嗯……唉，算了…，你睡吧。”#1#想必你昨晚一夜未眠#2#今天早上她跟我说，她长胖了，为此郁闷了一会，后来睡着了。",,19000021,1,1000887,,,1,1510,2,100088700,1
1000888,战斗事件,#1#我听说黑桐昨天和另外一个女生有说有笑的#2#哼#1#你和黑桐感情这么好，想必一定很能理解他吧。#2#理解归理解，醋还是要吃的。,,19000044,1,1000888,,,1,1510,2,100088800,1
1000889,战斗事件,#2#你号，我是来血洗中原武林的。#1#(╬▔皿▔)就你这点本事！#2#∑(っ°Д°;)っ为什么打我，我是来学习中原武林的啊！,,17000006,1,1000889,,,1,1510,2,100088900,1
1000890,战斗事件,#2#真是让人生气！#1#怎么了？#2#昨天导游带人来花果山参观，说不要带吃的，山上有很多猴子。我们猴子是可以吃的嘛！,,19000048,1,1000890,,,1,1510,2,100089000,1
1000891,战斗事件,"#2#kuma,kuma！！（吃我一记复制！）#1#呃，呃...怎么看都是一只小熊，竟然这么强力...",,17000015,1,1000891,,,1,1631,2,100089100,1
1000892,战斗事件,#2#吃我一刀！#1#卧槽，这明明是我刚刚放的招！,,19000021,1,1000892,,,1,1631,2,100089200,1
1000893,战斗事件,#2#我的直死魔眼技能在这一关卡更新了！#1#更新成什么了？#2#更新成复制了！#1#哎哟我去！,,19000044,1,1000893,,,1,1631,2,100089300,1
1000894,战斗事件,#2#我大和民族最强的是什么知道吗？#1#是啥#2#是复制啊！,,17000006,1,1000894,,,1,1631,2,100089400,1
1000895,战斗事件,#1#猴哥，猴哥，你真了不得！#2#五行大山压不住你！蹦出个孙行者！（唱high了）#1#看在我给你唱主题曲的份上，透露下关卡奥秘吧～#2#聒噪！糟糠的蠢东西，复制！～,,19000048,1,1000895,,,1,1631,2,100089500,1
1000896,战斗事件,"#2#kuma,kuma！！（吃我一记复制！）#1#呃，呃...怎么看都是一只小熊，竟然这么强力...",,17000015,1,1000896,,,1,1761,2,100089600,1
1000897,战斗事件,#2#吃我一刀！#1#卧槽，这明明是我刚刚放的招！,,19000021,1,1000897,,,1,1761,2,100089700,1
1000898,战斗事件,#2#我的直死魔眼技能在这一关卡更新了！#1#更新成什么了？#2#更新成复制了！#1#哎哟我去！,,19000044,1,1000898,,,1,1761,2,100089800,1
1000899,战斗事件,#2#我大和民族最强的是什么知道吗？#1#是啥#2#是复制啊！,,17000006,1,1000899,,,1,1761,2,100089900,1
1000900,战斗事件,#1#猴哥，猴哥，你真了不得！#2#五行大山压不住你！蹦出个孙行者！（唱high了）#1#看在我给你唱主题曲的份上，透露下关卡奥秘吧～#2#聒噪！糟糠的蠢东西，复制！～,,19000048,1,1000900,,,1,1761,2,100090000,1
1000901,战斗事件,#1#周瑜有神马好？为啥你就喜欢上他了？#2#这你就不懂了把，好歹人家是郭嘉公务员，每次发工资都比别人多一千。,,17000026,1,1000901,,,1,,2,100090100,1
1000902,战斗事件,#1#孙尚香，夏侯淳，司马懿都给自己起了昵称，叫小尚尚，小侯侯，小马马。#2#你们忙，我先走了。,,17000027,1,1000902,,,1,,2,100090200,1
1000903,战斗事件,#1#怎样才能成为学神？#2#三分天注定，七分靠打拼，剩下的九十分我就没办法了。,,18000046,1,1000903,,,1,,2,100090300,1
1000904,战斗事件,#1#自古枪兵幸运e#2#自古炮兵多挂b,,17000011,1,1000904,,,1,,2,100090400,1
1000905,战斗事件,#1#做吸血鬼猎人是不是很刺激？#2#没有医保的话，天黑后不要见义勇为。,,17000005,1,1000905,,,1,,2,100090500,1
1000906,战斗事件,#1#周瑜有神马好？为啥你就喜欢上他了？#2#这你就不懂了吧，跟着他我学到了一手好功夫，我的血高过初始血量了我就能放出必杀。,,17000026,1,1000906,,,1,,2,100090600,1
1000907,战斗事件,#2#打到我，我可以回血，打不到我，如果我血高了，嘿嘿……。#1#这一招似乎见到过……,,17000027,1,1000907,,,1,,2,100090700,1
1000908,战斗事件,#1#怎样才能在这个游戏里继续混下去？#2#三分靠脸，七分靠打拼。#1#那你脸又不怎样，怎么可以出现在这里#2#开什么国际玩笑，哥有血量回复和满血必杀好吗？,,18000046,1,1000908,,,1,,2,100090800,1
1000909,战斗事件,#1#你的回血有点作弊啊#2#谁说的，有master给我补充魔力呢#1#可是你回满了就出必杀怎么算？,,17000011,1,1000909,,,1,,2,100090900,1
1000910,战斗事件,#1#身为吸血鬼猎人你是不是也可以吸血？#2#我不吸血，我回血#1#光靠回血你怎么打倒那么多吸血鬼的？#2#等我回满血了我就放大招啊,,17000005,1,1000910,,,1,,2,100091000,1
1000911,战斗事件,#1#周瑜有神马好？为啥你就喜欢上他了？#2#这你就不懂了吧，跟着他我学到了一手好功夫，我的血高过初始血量了我就能放出必杀。,,17000026,1,1000911,,,1,,2,100091100,1
1000912,战斗事件,#2#打到我，我可以回血，打不到我，如果我血高了，嘿嘿……。#1#这一招似乎见到过……,,17000027,1,1000912,,,1,,2,100091200,1
1000913,战斗事件,#1#怎样才能在这个游戏里继续混下去？#2#三分靠脸，七分靠打拼。#1#那你脸又不怎样，怎么可以出现在这里#2#开什么国际玩笑，哥有血量回复和满血必杀好吗？,,18000046,1,1000913,,,1,,2,100091300,1
1000914,战斗事件,#1#你的回血有点作弊啊#2#谁说的，有master给我补充魔力呢#1#可是你回满了就出必杀怎么算？,,17000011,1,1000914,,,1,,2,100091400,1
1000915,战斗事件,#1#身为吸血鬼猎人你是不是也可以吸血？#2#我不吸血，我回血#1#光靠回血你怎么打倒那么多吸血鬼的？#2#等我回满血了我就放大招啊,,17000005,1,1000915,,,1,,2,100091500,1
1000916,战斗事件,#2#前方禁止通行,,19000044,1,1000361,,,1,,2,100045100,1
2000001,魔铁杂兵lv1,#1#魔铁杂兵，哪里跑！#2#我只是1级的小杂兵，也不放过我，不怕boss来替我报仇吗？,1,20000002,1,9000001,魔铁杂兵lv1,0,1,1,2,25000001,1
2000002,魔铁杂兵lv2,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,2,20000002,1,9000002,魔铁杂兵lv2,0,1,2,2,25000001,1
2000003,魔铁杂兵lv3,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！我才3级小杂兵,3,20000002,1,9000003,魔铁杂兵lv3,0,1,3,2,25000001,1
2000004,魔铁杂兵lv4,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,4,20000002,1,9000004,魔铁杂兵lv4,0,1,4,2,25000001,1
2000005,魔铁杂兵lv5,#2#5级魔铁杂兵，参上！#1#你们老大在哪？#2#madamada，打赢40级杂兵才能挑战boss,5,20000002,1,9000005,魔铁杂兵lv5,0,1,5,2,25000001,1
2000006,魔铁杂兵lv6,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,6,20000002,1,9000006,魔铁杂兵lv6,0,1,6,2,25000007,1
2000007,魔铁杂兵lv7,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,7,20000002,1,9000007,魔铁杂兵lv7,0,1,7,2,25000007,1
2000008,魔铁杂兵lv8,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！,8,20000002,1,9000008,魔铁杂兵lv8,0,1,8,2,25000007,1
2000009,魔铁杂兵lv9,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,9,20000002,1,9000009,魔铁杂兵lv9,0,1,9,2,25000007,1
2000010,魔铁杂兵lv10,#2#10级魔铁杂兵，参上！#1#你们老大在哪？#2#madamada，打赢40级杂兵才能挑战boss,10,20000002,1,9000010,魔铁杂兵lv10,0,1,10,2,25000007,1
2000011,魔铁杂兵lv11,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,11,20000002,1,9000011,魔铁杂兵lv11,0,1,11,2,25000014,1
2000012,魔铁杂兵lv12,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,12,20000002,1,9000012,魔铁杂兵lv12,0,1,12,2,25000014,1
2000013,魔铁杂兵lv13,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！,13,20000002,1,9000013,魔铁杂兵lv13,0,1,13,2,25000014,1
2000014,魔铁杂兵lv14,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,14,20000002,1,9000014,魔铁杂兵lv14,0,1,14,2,25000014,1
2000015,魔铁杂兵lv15,#2#boss在哪里呀boss在哪里，boss在那深深的矿区里~#1#等到我打到40级杂兵，见到boss，一定叫它管教手下，不要再唱歌了……,15,20000002,1,9000015,魔铁杂兵lv15,0,1,15,2,25000014,1
2000016,魔铁杂兵lv16,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,16,20000002,1,9000016,魔铁杂兵lv16,0,1,16,2,25000022,1
2000017,魔铁杂兵lv17,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,17,20000002,1,9000017,魔铁杂兵lv17,0,1,17,2,25000022,1
2000018,魔铁杂兵lv18,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！,18,20000002,1,9000018,魔铁杂兵lv18,0,1,18,2,25000022,1
2000019,魔铁杂兵lv19,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,19,20000002,1,9000019,魔铁杂兵lv19,0,1,19,2,25000022,1
2000020,魔铁杂兵lv20,#2#20级魔铁杂兵，参上！#1#你们老大在哪？#2#madamada，打赢40级杂兵才能挑战boss,20,20000002,1,9000020,魔铁杂兵lv20,0,1,20,2,25000022,1
2000021,魔铁杂兵lv21,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,21,20000002,1,9000021,魔铁杂兵lv21,0,1,21,2,25000029,1
2000022,魔铁杂兵lv22,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,22,20000002,1,9000022,魔铁杂兵lv22,0,1,22,2,25000029,1
2000023,魔铁杂兵lv23,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！,23,20000002,1,9000023,魔铁杂兵lv23,0,1,23,2,25000029,1
2000024,魔铁杂兵lv24,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,24,20000002,1,9000024,魔铁杂兵lv24,0,1,24,2,25000029,1
2000025,魔铁杂兵lv25,#2#boss在哪里呀boss在哪里，boss在那深深的矿区里~#1#等到我打到40级杂兵，见到boss，一定叫它管教手下，不要再唱歌了……,25,20000002,1,9000025,魔铁杂兵lv25,0,1,25,2,25000029,1
2000026,魔铁杂兵lv26,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,26,20000002,1,9000026,魔铁杂兵lv26,0,1,26,2,25000036,1
2000027,魔铁杂兵lv27,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,27,20000002,1,9000027,魔铁杂兵lv27,0,1,27,2,25000036,1
2000028,魔铁杂兵lv28,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！,28,20000002,1,9000028,魔铁杂兵lv28,0,1,28,2,25000036,1
2000029,魔铁杂兵lv29,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,29,20000002,1,9000029,魔铁杂兵lv29,0,1,29,2,25000036,1
2000030,魔铁杂兵lv30,#2#30级魔铁杂兵，参上！#1#你们老大在哪？#2#让我算算，我的后面还有1、2、3……再打10个就能见到它了！,30,20000002,1,9000030,魔铁杂兵lv30,0,1,30,2,25000036,1
2000031,魔铁杂兵lv31,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,31,20000002,1,9000031,魔铁杂兵lv31,0,1,31,2,25000043,1
2000032,魔铁杂兵lv32,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,32,20000002,1,9000032,魔铁杂兵lv32,0,1,32,2,25000043,1
2000033,魔铁杂兵lv33,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！,33,20000002,1,9000033,魔铁杂兵lv33,0,1,33,2,25000043,1
2000034,魔铁杂兵lv34,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,34,20000002,1,9000034,魔铁杂兵lv34,0,1,34,2,25000043,1
2000035,魔铁杂兵lv35,#2#boss在哪里呀boss在哪里，boss在那深深的矿区里~#1#等到我打到40级杂兵，见到boss，一定叫它管教手下，不要再唱歌了……,35,20000002,1,9000035,魔铁杂兵lv35,0,1,35,2,25000043,1
2000036,魔铁杂兵lv36,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,36,20000002,1,9000036,魔铁杂兵lv36,0,1,36,2,25000050,1
2000037,魔铁杂兵lv37,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,37,20000002,1,9000037,魔铁杂兵lv37,0,1,37,2,25000050,1
2000038,魔铁杂兵lv38,#1#听说矿区有boss，boss在哪里？#2#想见我们老大，先过我们这关！,38,20000002,1,9000038,魔铁杂兵lv38,0,1,38,2,25000050,1
2000039,魔铁杂兵lv39,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,39,20000002,1,9000039,魔铁杂兵lv39,0,1,39,2,25000050,1
2000040,魔铁杂兵lv40,#2#40级魔铁杂兵，参上！#1#终于到了40级，boss呢？#2#哼哼，打赢我之后才有机会见到我们老大！,40,20000002,1,9000040,魔铁杂兵lv40,0,1,40,2,25000050,1
2000041,魔铁杂兵lv41,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,41,20000002,1,9000041,魔铁杂兵lv41,0,1,41,2,25000057,1
2000042,魔铁杂兵lv42,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,42,20000002,1,9000042,魔铁杂兵lv42,0,1,42,2,25000057,1
2000043,魔铁杂兵lv43,#1#矿区boss已败于我手下~#2#太天真了，你以为只有一个boss吗？,43,20000002,1,9000043,魔铁杂兵lv43,0,1,43,2,25000057,1
2000044,魔铁杂兵lv44,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,44,20000002,1,9000044,魔铁杂兵lv44,0,1,44,2,25000057,1
2000045,魔铁杂兵lv45,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,45,20000002,1,9000045,魔铁杂兵lv45,0,1,45,2,25000057,1
2000046,魔铁杂兵lv46,#2#我们是杂兵，我们是杂兵#1#杂兵？能干什么？#2#哼哼，每多一个杂兵挖矿就多消耗一点#1#果然是害虫，不，杂兵，看我收拾你,46,20000002,1,9000046,魔铁杂兵lv46,0,1,46,2,25000064,1
2000047,魔铁杂兵lv47,#1#矿区boss已败于我手下~#2#太天真了，你以为只有一个boss吗？,47,20000002,1,9000047,魔铁杂兵lv47,0,1,47,2,25000064,1
2000048,魔铁杂兵lv48,#2#我是一只小杂兵，咿呀咿呀哟#2#我让你在挖矿时，消耗多一点#1#……找打,48,20000002,1,9000048,魔铁杂兵lv48,0,1,48,2,25000064,1
2000049,魔铁杂兵lv49,#1#魔铁杂兵，哪里跑！#2#我只是小小杂兵，也不放过我，不怕boss来替我报仇吗？,49,20000002,1,9000049,魔铁杂兵lv49,0,1,49,2,25000064,1
